event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.007175,1786441727521,5,Rx,0.000000,0.000000,-0.001031,-0.001031,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,335.910767,-66.844994,179.611313,89.999916,50.000027,90.000046,0.029612,0.019391,-0.025827,-0.022565,0.006579,0.006866,
command,0.000015,,,Rx,-5.000000,-25.000000,,,,10.592,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,,,,,,,,,,,,,"0,{1519},RelMovLTool(0.000000,0.000000,0.000000,-25.000000,0.000000,0.000000,a=30,v=23,cp=0);"
feedback,0.014640,1786441727531,5,Rx,-5.000000,-25.000000,-0.055903,4.944097,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,335.910950,-66.844902,179.610992,89.999962,49.999954,90.000107,0.243807,0.152870,0.138722,0.013756,-0.046055,0.034332,
feedback,0.021820,1786441727539,7,Rx,-5.000000,-25.000000,-0.010520,4.989480,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,335.911011,-66.845161,179.610992,90.000000,50.000015,90.000031,0.035380,0.004342,-0.015722,0.000000,-0.000000,0.013733,
feedback,0.030203,1786441727548,7,Rx,-5.000000,-25.000000,0.061798,5.061798,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.910889,-66.845505,179.611145,37.326851,89.999969,37.326767,0.078861,-0.206536,0.042494,0.001965,-0.006579,-0.061798,
feedback,0.038468,1786441727556,7,Rx,-5.000000,-25.000000,-0.020599,4.979401,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.910889,-66.844765,179.610962,90.000000,89.999931,90.000107,-0.098409,0.092832,-0.085670,0.000971,0.019738,0.020599,
feedback,0.047299,1786441727564,7,Rx,-5.000000,-25.000000,-0.013733,4.986267,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.911163,-66.844688,179.611465,38.701256,89.999901,38.701366,-0.028357,0.063908,0.137422,-0.002936,-0.013158,0.013733,
feedback,0.054913,1786441727573,7,Rx,-5.000000,-25.000000,-0.020599,4.979401,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.910828,-66.844963,179.610580,155.531494,89.999939,155.531555,-0.048452,0.053119,-0.260402,-0.018657,0.039475,0.020599,
feedback,0.064072,1786441727581,7,Rx,-5.000000,-25.000000,0.013733,5.013733,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.910736,-66.844788,179.611023,90.000000,89.999985,90.000084,0.041517,-0.032660,0.212639,0.002959,-0.032896,-0.013733,
feedback,0.071753,1786441727590,7,Rx,-5.000000,-25.000000,-0.089264,4.910736,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.910645,-66.843773,179.610825,170.621368,89.999977,170.621841,-0.045636,0.224629,0.037310,-0.004901,-0.006579,0.089264,
feedback,0.079649,1786441727598,7,Rx,-5.000000,-25.000000,-0.590515,4.409485,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.911011,-66.832809,179.611023,70.663361,89.999924,70.667366,0.189748,1.885055,0.123579,0.023558,-0.032895,0.590515,
feedback,0.087576,1786441727606,7,Rx,-5.000000,-25.000000,-1.146698,3.853302,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.909851,-66.799927,179.610977,90.000000,89.999962,90.016235,-0.128449,2.768417,0.015637,0.006866,0.000002,1.146698,
feedback,0.095979,1786441727615,7,Rx,-5.000000,-25.000000,-1.215363,3.784637,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.907715,-66.782730,179.611267,90.000000,89.999962,90.025764,-0.136473,2.008144,0.138548,0.021591,-0.026312,1.215363,
feedback,0.103780,1786441727623,7,Rx,-5.000000,-25.000000,-1.249695,3.750305,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.904083,-66.773476,179.612213,27.908312,89.999939,27.944321,-0.497331,0.702166,0.120863,-0.011771,-0.006589,1.249695,
feedback,0.111972,1786441727632,7,Rx,-5.000000,-25.000000,-1.215363,3.784637,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.900726,-66.774155,179.614975,11.971068,89.999489,12.017129,-0.512674,-0.562042,0.308606,-0.011783,-0.052667,1.215362,
feedback,0.120111,1786441727640,7,Rx,-5.000000,-25.000000,-1.064301,3.935699,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.896759,-66.786499,179.618546,18.460991,89.998863,18.515867,-0.499529,-1.845747,0.340634,0.031344,-0.059222,1.064301,
feedback,0.130186,1786441727648,7,Rx,-5.000000,-25.000000,-1.290894,3.709106,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.895111,-66.795303,179.623154,16.869303,89.998047,16.933929,-0.097635,-0.681493,0.628605,0.033248,-0.111895,1.290894,
feedback,0.136805,1786441727657,7,Rx,-5.000000,-25.000000,-1.387024,3.612976,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.893402,-66.798058,179.625168,17.457394,89.997711,17.532623,-0.248536,-0.028187,0.211761,0.014608,-0.026343,1.387024,
feedback,0.144553,1786441727665,7,Rx,-5.000000,-25.000000,-1.867676,3.132324,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.891754,-66.791153,179.627625,15.568997,89.997429,15.658261,-0.188544,0.994283,0.296180,-0.017810,-0.032989,1.867675,
feedback,0.153063,1786441727673,7,Rx,-5.000000,-25.000000,-2.307129,2.692871,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.891296,-66.784798,179.629730,16.163025,89.997093,16.270142,-0.104270,0.495943,0.142868,0.012539,-0.019791,2.307129,
feedback,0.161250,1786441727682,7,Rx,-5.000000,-25.000000,-2.664185,2.335815,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.890839,-66.784439,179.631577,16.633936,89.996948,16.761570,-0.165708,-0.152009,0.198393,-0.000249,-0.000074,2.664185,
feedback,0.169522,1786441727686,7,Rx,-5.000000,-25.000000,-2.863312,2.136688,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.890228,-66.786247,179.631226,16.104300,89.997093,16.243387,-0.160435,-0.452122,-0.087816,-0.016895,0.032819,2.863312,
feedback,0.177587,1786441727695,7,Rx,-5.000000,-25.000000,-3.749085,1.250915,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.888702,-66.786469,179.632935,16.031691,89.997063,16.212004,-0.222684,0.337190,0.092905,-0.009148,0.006464,3.749084,
feedback,0.185926,1786441727703,7,Rx,-5.000000,-25.000000,-3.749085,1.250915,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.884460,-66.795959,179.633301,15.948779,89.997314,16.158920,-0.709727,-1.471041,-0.046633,-0.018870,0.039387,3.749084,
feedback,0.193989,1786441727712,7,Rx,-5.000000,-25.000000,-3.639221,1.360779,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.880890,-66.807312,179.633423,16.482372,89.997581,16.721874,-0.353215,-1.342108,0.033255,-0.008057,0.026259,3.639221,
feedback,0.202799,1786441727720,7,Rx,-5.000000,-25.000000,-3.687286,1.312714,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.880371,-66.813141,179.635498,17.001244,89.997437,17.269915,0.151402,-0.350823,0.402364,0.020160,-0.046159,3.687287,
feedback,0.210799,1786441727728,7,Rx,-5.000000,-25.000000,-3.783417,1.216583,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.880859,-66.820793,179.638199,15.275666,89.997131,15.573753,0.011597,-0.593592,0.519938,0.012171,-0.066009,3.783417,
feedback,0.219215,1786441727737,7,Rx,-5.000000,-25.000000,-3.893280,1.106720,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.883698,-66.831032,179.642197,16.641039,89.996391,16.969805,0.312841,-1.317223,0.528134,0.040367,-0.092289,3.893281,
feedback,0.227101,1786441727745,7,Rx,-5.000000,-25.000000,-4.010010,0.989990,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.885895,-66.846519,179.646194,16.479528,89.995674,16.839853,0.272990,-1.927269,0.549425,0.040203,-0.092330,4.010011,
feedback,0.235162,1786441727754,7,Rx,-5.000000,-25.000000,-4.518127,0.481873,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.887665,-66.857803,179.650375,15.131471,89.995018,15.526264,0.248913,-1.109030,0.549120,0.003743,-0.086026,4.518126,
feedback,0.243399,1786441727762,7,Rx,-5.000000,-25.000000,-5.225372,-0.225372,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.887482,-66.851730,179.653061,15.961781,89.994720,16.397856,-0.237117,0.694819,0.332770,0.004945,-0.020016,5.225372,
feedback,0.253680,1786441727771,7,Rx,-5.000000,-25.000000,-5.376434,-0.376434,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.883301,-66.845291,179.653519,16.158777,89.995018,16.658682,-0.459429,0.449250,-0.036007,-0.007365,0.045978,5.376435,
feedback,0.259756,1786441727779,7,Rx,-5.000000,-25.000000,-5.445099,-0.445099,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.878662,-66.841370,179.650391,15.445103,89.995750,15.987636,-0.460113,1.170531,-0.385934,-0.023655,0.078932,5.445099,
feedback,0.267999,1786441727787,7,Rx,-5.000000,-25.000000,-5.630493,-0.630493,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.875824,-66.824768,179.647339,14.908014,89.996414,15.495398,-0.159331,2.418012,-0.341963,-0.031508,0.059049,5.630492,
feedback,0.276246,1786441727796,7,Rx,-5.000000,-25.000000,-5.101776,-0.101776,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.874146,-66.812080,179.643463,15.724306,89.997116,16.354345,-0.254254,0.653818,-0.513684,-0.027134,0.092223,5.101776,
feedback,0.284242,1786441727805,7,Rx,-5.000000,-25.000000,-4.579925,0.420075,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.871155,-66.828331,179.641434,15.081291,89.997505,15.748519,-0.357321,-2.402488,-0.139105,-0.014851,0.026202,4.579925,
feedback,0.292555,1786441727813,7,Rx,-5.000000,-25.000000,-4.552460,0.447540,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.871185,-66.845490,179.641388,17.373793,89.997421,18.077467,-0.000904,-2.196898,0.001832,0.017149,-0.013138,4.552460,
feedback,0.300913,1786441727821,7,Rx,-5.000000,-25.000000,-4.669189,0.330811,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.870300,-66.856697,179.641022,15.562150,89.997635,16.303288,-0.106897,-1.430980,-0.033214,-0.012902,0.019610,4.669189,
feedback,0.309310,1786441727825,7,Rx,-5.000000,-25.000000,-4.573059,0.426941,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.869995,-66.863106,179.640213,16.235186,89.997795,16.994616,-0.084544,-1.603481,-0.203475,-0.004814,0.039601,4.573060,
feedback,0.317010,1786441727834,7,Rx,-5.000000,-25.000000,-4.971313,0.028687,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.869049,-66.875175,179.639267,15.505429,89.997993,16.302954,-0.156451,-0.829232,-0.224450,-0.011645,0.039520,4.971313,
feedback,0.325461,1786441727842,7,Rx,-5.000000,-25.000000,-5.156708,-0.156708,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.867828,-66.877220,179.636490,14.532973,89.998497,15.371889,-0.144649,-0.239760,-0.266533,-0.025281,0.039347,5.156707,
feedback,0.333334,1786441727851,7,Rx,-5.000000,-25.000000,-5.252838,-0.252838,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.869141,-66.877052,179.635437,16.396996,89.998451,17.298313,0.367814,0.499890,0.201212,0.021651,-0.052797,5.252838,
feedback,0.341833,1786441727859,7,Rx,-5.000000,-25.000000,-5.623627,-0.623627,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.872589,-66.858932,179.635269,16.226915,89.998344,17.172537,0.604783,2.775424,0.212663,0.016610,-0.059525,5.623627,
feedback,0.349865,1786441727868,7,Rx,-5.000000,-25.000000,-5.465698,-0.465698,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.874359,-66.841278,179.635040,16.172752,89.998367,17.162840,0.061019,1.611302,0.010787,0.011598,0.006770,5.465699,
feedback,0.358040,1786441727876,7,Rx,-5.000000,-25.000000,-4.957581,0.042419,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.875061,-66.843315,179.634933,15.141763,89.998268,16.171923,-0.002906,-0.353148,-0.034954,0.001601,-0.006683,4.957581,
feedback,0.365875,1786441727884,7,Rx,-5.000000,-25.000000,-4.717255,0.282745,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.874420,-66.850578,179.632996,14.085862,89.998573,15.154420,-0.100264,-1.335101,-0.174706,-0.005806,0.019766,4.717255,
feedback,0.374870,1786441727893,7,Rx,-5.000000,-25.000000,-4.765320,0.234680,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.874176,-66.862595,179.631149,15.180400,89.998817,16.286009,-0.167874,-0.975089,-0.491198,-0.027500,0.072525,4.765320,
feedback,0.382276,1786441727901,7,Rx,-5.000000,-25.000000,-4.724121,0.275879,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.874786,-66.870537,179.628845,15.357603,89.999176,16.500263,0.067695,-0.742368,-0.346129,-0.013114,0.046242,4.724121,
feedback,0.390549,1786441727909,7,Rx,-5.000000,-25.000000,-4.868316,0.131684,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.873199,-66.879944,179.626099,24.332230,89.999619,25.513067,-0.312465,-1.081958,-0.298837,0.007576,0.046693,4.868317,
feedback,0.398769,1786441727918,7,Rx,-5.000000,-25.000000,-5.252838,-0.252838,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.869202,-66.883049,179.623795,-155.879532,89.999916,-154.656784,-0.548297,-0.368453,-0.316205,-0.016618,0.059522,5.252838,
feedback,0.406703,1786441727926,7,Rx,-5.000000,-25.000000,-5.314636,-0.314636,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.863464,-66.884247,179.619949,-168.483994,89.999214,-167.219437,-0.747339,0.411756,-0.639266,-0.026199,0.119243,5.314636,
feedback,0.415295,1786441727935,7,Rx,-5.000000,-25.000000,-5.664825,-0.664825,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.857941,-66.853775,179.612595,-166.110764,89.997803,-164.778809,-0.351658,3.076895,-0.644134,-0.024036,0.112726,5.664825,
feedback,0.423327,1786441727943,7,Rx,-5.000000,-25.000000,-5.431366,-0.431366,,,335.910645,-66.845070,179.611404,89.999878,49.999935,89.999985,435.856171,-66.838112,179.609436,-166.126816,89.997253,-164.750092,-0.254117,1.133084,-0.364025,-0.016067,0.059675,5.431366,
