event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.010549,1786437879122,5,Rz,0.000000,0.000000,0.001942,0.001942,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,335.910065,-66.844757,179.612854,89.999634,49.999943,90.000046,-0.184304,0.003906,-0.091990,0.001942,0.039475,0.020599,
feedback,0.016004,1786437879131,5,Rz,0.000000,0.000000,0.006866,0.006866,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,335.910492,-66.844864,179.613297,89.999466,49.999912,89.999840,-0.021701,-0.065438,0.052349,0.006867,0.000000,-0.020599,
command,0.000012,,,Rz,5.000000,25.000000,,,,11.497,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,,,,,,,,,,,,,"0,{1359},RelMovLTool(0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,a=30,v=23,cp=0);"
feedback,0.022868,1786437879139,7,Rz,5.000000,25.000000,-0.015698,-5.015698,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,335.910950,-66.844414,179.612961,89.999466,49.999939,89.999977,0.001077,0.048731,-0.036280,-0.015698,0.006579,0.013733,
feedback,0.031128,1786437879147,7,Rz,5.000000,25.000000,-0.014727,-5.014727,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,335.910461,-66.844795,179.612518,89.999634,49.999973,90.000023,0.023665,0.034386,-0.160841,-0.014727,0.026317,-0.000000,
feedback,0.038978,1786437879156,7,Rz,5.000000,25.000000,-0.008832,-5.008832,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910492,-66.844521,179.613907,89.999466,49.999939,89.999809,-0.143953,-0.042997,0.025576,-0.008832,0.006579,-0.000000,
feedback,0.047755,1786437879164,7,Rz,5.000000,25.000000,-0.007860,-5.007860,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910370,-66.843987,179.613480,89.999550,49.999928,89.999985,-0.201302,-0.015066,-0.128165,-0.007861,0.026317,0.013733,
feedback,0.055568,1786437879173,7,Rz,5.000000,25.000000,0.005895,-4.994105,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910736,-66.844254,179.613434,89.999512,49.999920,89.999870,0.107585,0.009604,0.111845,0.005895,-0.019738,-0.006866,
feedback,0.063350,1786437879181,7,Rz,5.000000,25.000000,-0.012762,-5.012762,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910614,-66.844376,179.613266,89.999588,49.999966,89.999908,-0.055017,0.038202,-0.101392,-0.012762,0.019738,-0.000000,
feedback,0.071609,1786437879189,7,Rz,5.000000,25.000000,-0.012762,-5.012762,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910828,-66.844337,179.613586,89.999512,49.999893,89.999870,-0.077884,0.021798,-0.075217,-0.012762,0.019738,0.013733,
feedback,0.079749,1786437879198,7,Rz,5.000000,25.000000,0.043164,-4.956836,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911041,-66.844559,179.613495,89.999466,49.999638,89.999786,0.049160,-0.012634,0.005867,0.043164,-0.006579,0.000000,
feedback,0.087959,1786437879206,7,Rz,5.000000,25.000000,0.092200,-4.907800,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910645,-66.844276,179.613449,89.999550,49.999077,89.999901,-0.026394,0.109555,-0.017001,0.092200,0.013159,0.027466,
feedback,0.096445,1786437879214,7,Rz,5.000000,25.000000,0.210895,-4.789105,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910492,-66.844719,179.613800,89.999466,49.997635,89.999786,-0.073192,-0.121557,-0.005867,0.210895,0.006580,-0.013732,
feedback,0.104342,1786437879223,7,Rz,5.000000,25.000000,0.634673,-4.365327,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911102,-66.844048,179.613495,89.999466,49.993816,89.999870,0.224257,0.211740,0.175928,0.634673,-0.032893,0.027470,
feedback,0.112871,1786437879231,7,Rz,5.000000,25.000000,1.052533,-3.947467,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910614,-66.844284,179.613876,89.999428,49.986092,89.999809,-0.036457,-0.055950,0.063484,1.052533,-0.006575,-0.013726,
feedback,0.120965,1786437879240,7,Rz,5.000000,25.000000,1.295795,-3.704205,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910492,-66.844429,179.613312,89.999550,49.975704,89.999901,-0.050326,0.007499,-0.032041,1.295795,0.006585,0.006873,
feedback,0.129060,1786437879248,7,Rz,5.000000,25.000000,1.382123,-3.617877,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911133,-66.844131,179.613693,89.999428,49.964832,89.999809,0.006934,0.047132,0.047763,1.382123,-0.006573,0.013742,
feedback,0.138449,1786437879256,7,Rz,5.000000,25.000000,1.393890,-3.606110,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911255,-66.844208,179.613739,89.999428,49.953873,89.999809,0.107307,-0.067644,-0.020990,1.393890,0.000006,-0.013724,
feedback,0.146427,1786437879261,7,Rz,5.000000,25.000000,1.389960,-3.610040,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910858,-66.844330,179.613480,89.999512,49.948311,89.999870,-0.100651,-0.030063,-0.064082,1.389960,0.013164,0.000008,
feedback,0.153759,1786437879269,7,Rz,5.000000,25.000000,1.570453,-3.429547,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910706,-66.844482,179.613922,89.999428,49.936321,89.999809,-0.159975,-0.147478,0.025576,1.570453,0.006586,-0.013723,
feedback,0.162117,1786437879278,7,Rz,5.000000,25.000000,2.178631,-2.821369,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910461,-66.844437,179.613419,89.999550,49.912395,89.999901,-0.081014,-0.074046,0.053031,2.178631,-0.006570,-0.006855,
feedback,0.170192,1786437879286,7,Rz,5.000000,25.000000,2.663214,-2.336786,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910950,-66.843559,179.613266,89.999512,49.891899,90.000061,0.085894,0.188155,0.075218,2.663213,-0.019717,0.041213,
feedback,0.179549,1786437879294,7,Rz,5.000000,25.000000,3.112492,-1.887508,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911224,-66.844307,179.614456,89.999268,49.867626,89.999657,0.139924,0.009689,0.298310,3.112492,-0.052622,0.006892,
feedback,0.186466,1786437879303,7,Rz,5.000000,25.000000,3.454821,-1.545179,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911194,-66.844521,179.614166,89.999306,49.841076,89.999664,-0.009975,0.014764,0.154423,3.454821,-0.026305,0.013760,
feedback,0.195273,1786437879311,7,Rz,5.000000,25.000000,3.577423,-1.422577,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910706,-66.844528,179.613541,89.999512,49.812962,89.999794,-0.036546,-0.055977,-0.010453,3.577423,0.000010,-0.013713,
feedback,0.202691,1786437879319,7,Rz,5.000000,25.000000,3.678455,-1.321545,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910675,-66.844536,179.613358,89.999550,49.783665,89.999825,0.001077,0.027639,-0.047763,3.678455,0.006590,0.000019,
feedback,0.211685,1786437879328,7,Rz,5.000000,25.000000,3.672582,-1.327418,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910889,-66.844391,179.613480,89.999512,49.754433,89.999817,0.115596,0.084375,0.111845,3.672582,-0.019725,0.006887,
feedback,0.219270,1786437879336,7,Rz,5.000000,25.000000,3.796179,-1.203821,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911316,-66.844391,179.614014,89.999352,49.724434,89.999725,0.142965,0.060445,0.096124,3.796179,-0.019723,0.013761,
feedback,0.227483,1786437879344,7,Rz,5.000000,25.000000,4.050238,-0.949762,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911072,-66.844437,179.613495,89.999474,49.692627,89.999786,0.149811,0.017429,0.069949,4.050238,-0.019724,0.000024,
feedback,0.235602,1786437879353,7,Rz,5.000000,25.000000,4.335692,-0.664308,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911316,-66.844261,179.613922,89.999390,49.658413,89.999725,0.114608,0.101823,0.233546,4.335692,-0.032882,0.020629,
feedback,0.244357,1786437879362,7,Rz,5.000000,25.000000,4.641724,-0.358276,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910492,-66.844452,179.613800,89.999474,49.603912,89.999870,-0.014857,0.035836,0.026175,4.641724,0.000022,0.020627,
feedback,0.253235,1786437879370,7,Rz,5.000000,25.000000,4.806542,-0.193458,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911377,-66.844345,179.614105,89.999313,49.566032,89.999664,0.184392,-0.017302,0.234826,4.806542,-0.046039,-0.013695,
feedback,0.260148,1786437879378,7,Rz,5.000000,25.000000,5.100782,0.100782,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910461,-66.844353,179.613419,89.999557,49.525978,89.999939,-0.172767,-0.056391,-0.117712,5.100782,0.026341,0.006892,
feedback,0.268046,1786437879387,7,Rz,5.000000,25.000000,5.426465,0.426465,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911194,-66.844025,179.614075,89.999352,49.482929,89.999779,0.022956,0.038961,0.047763,5.426465,-0.006553,-0.006827,
feedback,0.276847,1786437879395,7,Rz,5.000000,25.000000,5.460797,0.460797,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.911072,-66.844170,179.613800,89.999435,49.439522,89.999847,-0.036458,0.056702,0.063484,5.460797,-0.006553,0.020634,
feedback,0.285335,1786437879404,7,Rz,5.000000,25.000000,5.297967,0.297967,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910706,-66.844170,179.613831,89.999474,49.396873,89.999878,0.015034,0.054338,0.121700,5.297967,-0.013133,0.006898,
feedback,0.292969,1786437879408,7,Rz,5.000000,25.000000,5.285205,0.285205,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910492,-66.844704,179.613602,89.999512,49.375732,89.999794,-0.051491,-0.132819,-0.058216,5.285205,0.006594,-0.027437,
feedback,0.301243,1786437879416,7,Rz,5.000000,25.000000,5.504932,0.504932,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910980,-66.844284,179.614136,89.999352,49.332085,89.999756,-0.050326,0.052559,-0.032041,5.504931,0.006603,0.020640,
feedback,0.309294,1786437879425,7,Rz,5.000000,25.000000,5.662860,0.662860,,,335.910492,-66.844864,179.613052,89.999512,49.999920,89.999870,435.910828,-66.844406,179.613098,89.999596,49.287472,89.999886,0.029612,-0.013686,-0.037310,5.662860,0.006598,-0.006840,
