event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
feedback,0.012491,1786508158516,5,0,0.0,0.0,0.0,,0.022631607949733734,0.012853865511715412,7.394118739512123e-08,,
feedback,0.012629,1786508158524,5,0,0.0,0.0,0.0,,0.007251373957842588,-0.01928085647523403,0.006866455078125,,
feedback,0.019985,1786508158532,5,0,0.0,0.0,0.0,,0.0024170815013349056,-0.0064269681461155415,2.6258795485234465e-12,,
command,0.010090,,,1,5.0,0.0,0.0,100,,,,9.800,"0,{172},RelMovLTool(0.000000,0.000000,0.000000,23.000000,0.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.028014,1786508158541,7,1,5.0,0.0,0.0,,0.02301650308072567,-0.006426967214792967,8.31848012694536e-08,,
feedback,0.037496,1786508158549,7,1,5.0,0.0,0.0,,-0.009283539839088917,0.0064269802533090115,-0.006866476498544216,,
command,0.029775,,,2,4.166666666666667,0.8333333333333334,0.0,100,,,,5.763,"0,{173},RelMovLTool(0.000000,0.000000,0.000000,0.555556,0.111111,0.000000,a=30,v=19,cp=100);"
feedback,0.047427,1786508158558,7,2,4.166666666666667,0.8333333333333334,0.0,,0.009283505380153656,-0.006426986772567034,0.0068664830178022385,,
feedback,0.052912,1786508158566,7,2,4.166666666666667,0.8333333333333334,0.0,,0.0024171308614313602,-0.0064269499853253365,-0.01373291015625,,
command,0.046895,,,3,3.333333333333333,1.6666666666666667,0.0,100,,,,7.057,"0,{174},RelMovLTool(0.000000,0.000000,0.000000,0.444444,0.222222,0.000000,a=30,v=15,cp=100);"
feedback,0.061689,1786508158575,7,3,3.333333333333333,1.6666666666666667,0.0,,-0.00038488482823595405,0.019280865788459778,0.01373292226344347,,
feedback,0.069184,1786508158583,7,3,3.333333333333333,1.6666666666666667,0.0,,0.018567122519016266,-0.012853951193392277,4.929411545617768e-08,,
feedback,0.077655,1786508158591,7,3,3.333333333333333,1.6666666666666667,0.0,,-0.02417100965976715,0.06426960974931717,-0.020599365234375,,
command,0.069752,,,4,2.5,2.5,0.0,100,,,,6.318,"0,{175},RelMovLTool(0.000000,0.000000,0.000000,0.333333,0.333333,0.000000,a=30,v=11,cp=100);"
feedback,0.087291,1786508158600,7,4,2.5,2.5,0.0,,-0.02164625935256481,0.167100727558136,-0.0137338163331151,,
feedback,0.094249,1786508158608,7,4,2.5,2.5,0.0,,-0.16425971686840057,0.5462896227836609,-0.041202299296855927,,
command,0.085307,,,5,1.6666666666666665,3.3333333333333335,0.0,100,,,,6.340,"0,{176},RelMovLTool(0.000000,0.000000,0.000000,0.222222,0.444444,0.000000,a=30,v=15,cp=100);"
feedback,0.103153,1786508158617,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.2169707864522934,0.7776482105255127,-0.1579427719116211,,
feedback,0.110692,1786508158625,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.3237729072570801,1.0796881914138794,-0.2815517783164978,,
