event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
feedback,0.010157,1786508756068,5,0,0.0,0.0,0.0,,0.0003849063941743225,-0.019280847162008286,0.0205993689596653,,
command,0.010612,,,1,10.0,0.0,-10.0,0,,,,10.577,"0,{395},RelMovLTool(0.000000,0.000000,0.000000,50.000000,0.000000,-50.000000,a=30,v=45,cp=0);"
feedback,0.016755,1786508756077,7,1,10.0,0.0,-10.0,,-0.016150038689374924,0.0064269970171153545,-0.027465814724564552,,
feedback,0.023400,1786508756085,7,1,10.0,0.0,-10.0,,-0.0003848909982480109,0.019280847162008286,0.006866445764899254,,
feedback,0.031286,1786508756094,7,1,10.0,0.0,-10.0,,-0.023016490042209625,0.006427001673728228,0.006866445764899254,,
feedback,0.039301,1786508756098,7,1,10.0,0.0,-10.0,,0.004449336789548397,0.0064269378781318665,5.336307567702092e-18,,
feedback,0.047285,1786508756106,7,1,10.0,0.0,-10.0,,-0.009668455459177494,0.025707824155688286,0.01373291015625,,
feedback,0.055709,1786508756115,7,1,10.0,0.0,-10.0,,0.004834243096411228,-0.012853906489908695,1.5246593050577406e-18,,
feedback,0.063472,1786508756123,7,1,10.0,0.0,-10.0,,-0.016150031238794327,0.0064269863069057465,0.006866449024528265,,
feedback,0.071604,1786508756132,7,1,10.0,0.0,-10.0,,-0.014502898789942265,0.038561657071113586,-0.0274658203125,,
feedback,0.080709,1786508756140,7,1,10.0,0.0,-10.0,,-0.1504656821489334,0.19923542439937592,-0.13046054542064667,,
feedback,0.088158,1786508756148,7,1,10.0,0.0,-10.0,,-0.35104498267173767,0.3856182396411896,-0.2540440559387207,,
feedback,0.096502,1786508756157,7,1,10.0,0.0,-10.0,,-0.549634575843811,0.5848498344421387,-0.33640748262405396,,
feedback,0.104315,1786508756165,7,1,10.0,0.0,-10.0,,-0.7612318992614746,0.745525062084198,-0.42560243606567383,,
feedback,0.112635,1786508756174,7,1,10.0,0.0,-10.0,,-0.8969749212265015,0.8869093656539917,-0.5559777021408081,,
feedback,0.121038,1786508756182,7,1,10.0,0.0,-10.0,,-1.1018097400665283,1.047593355178833,-0.5832915902137756,,
feedback,0.130452,1786508756190,7,1,10.0,0.0,-10.0,,-1.3019530773162842,1.1954102516174316,-0.7410089373588562,,
feedback,0.137725,1786508756199,7,1,10.0,0.0,-10.0,,-1.4720861911773682,1.4460612535476685,-0.7339164614677429,,
feedback,0.145941,1786508756208,7,1,10.0,0.0,-10.0,,-2.1112358570098877,1.9730279445648193,-1.2411458492279053,,
feedback,0.154253,1786508756216,7,1,10.0,0.0,-10.0,,-2.576772928237915,2.4036293029785156,-1.4805653095245361,,
feedback,0.162491,1786508756225,7,1,10.0,0.0,-10.0,,-2.949204206466675,2.6221914291381836,-1.8090033531188965,,
feedback,0.170659,1786508756233,7,1,10.0,0.0,-10.0,,-3.268479824066162,2.808720827102661,-2.0205392837524414,,
feedback,0.178738,1786508756237,7,1,10.0,0.0,-10.0,,-3.456183910369873,2.9758670330047607,-2.109034776687622,,
feedback,0.186819,1786508756246,7,1,10.0,0.0,-10.0,,-3.763216018676758,3.200949192047119,-2.3751578330993652,,
feedback,0.195112,1786508756254,7,1,10.0,0.0,-10.0,,-4.019960880279541,3.400261640548706,-2.6548848152160645,,
feedback,0.203504,1786508756262,7,1,10.0,0.0,-10.0,,-4.225589275360107,3.5546600818634033,-2.8589797019958496,,
feedback,0.211545,1786508756271,7,1,10.0,0.0,-10.0,,-4.808607578277588,3.870530366897583,-3.150682210922241,,
feedback,0.220548,1786508756279,7,1,10.0,0.0,-10.0,,-5.327741622924805,4.250452995300293,-3.455871820449829,,
feedback,0.228759,1786508756288,7,1,10.0,0.0,-10.0,,-5.737443447113037,4.84199333190918,-3.6709043979644775,,
feedback,0.236141,1786508756296,7,1,10.0,0.0,-10.0,,-5.760037899017334,5.104907512664795,-3.7305097579956055,,
feedback,0.247724,1786508756304,7,1,10.0,0.0,-10.0,,-5.7890944480896,5.348523139953613,-3.7831320762634277,,
feedback,0.252251,1786508756313,7,1,10.0,0.0,-10.0,,-5.808244228363037,5.3872246742248535,-3.656695604324341,,
feedback,0.260395,1786508756321,7,1,10.0,0.0,-10.0,,-6.068912506103516,5.567441940307617,-3.7962887287139893,,
feedback,0.268824,1786508756330,7,1,10.0,0.0,-10.0,,-6.156013011932373,5.592457294464111,-4.101503372192383,,
feedback,0.278631,1786508756339,7,1,10.0,0.0,-10.0,,-6.259362697601318,5.798444747924805,-3.981337785720825,,
feedback,0.285288,1786508756347,7,1,10.0,0.0,-10.0,,-6.234193801879883,5.746176242828369,-4.197938442230225,,
feedback,0.294019,1786508756356,7,1,10.0,0.0,-10.0,,-6.2116522789001465,5.650694847106934,-4.014533519744873,,
feedback,0.304561,1786508756360,7,1,10.0,0.0,-10.0,,-6.368529796600342,5.607592582702637,-3.976414680480957,,
feedback,0.309963,1786508756369,7,1,10.0,0.0,-10.0,,-6.25047492980957,5.555843353271484,-3.9539568424224854,,
feedback,0.318753,1786508756377,7,1,10.0,0.0,-10.0,,-6.211742401123047,5.740302562713623,-4.103434085845947,,
feedback,0.326784,1786508756385,7,1,10.0,0.0,-10.0,,-6.275606155395508,5.938013076782227,-4.237762928009033,,
feedback,0.335353,1786508756394,7,1,10.0,0.0,-10.0,,-6.319005489349365,6.084715366363525,-4.179774761199951,,
feedback,0.342617,1786508756402,7,1,10.0,0.0,-10.0,,-6.598817825317383,6.1124138832092285,-4.288707256317139,,
feedback,0.350890,1786508756411,7,1,10.0,0.0,-10.0,,-6.9320878982543945,6.289100646972656,-4.3216233253479,,
feedback,0.359866,1786508756419,7,1,10.0,0.0,-10.0,,-6.927285671234131,6.186949253082275,-4.468301296234131,,
feedback,0.367184,1786508756427,7,1,10.0,0.0,-10.0,,-7.075760364532471,5.99091911315918,-4.478928089141846,,
feedback,0.376663,1786508756436,7,1,10.0,0.0,-10.0,,-6.9195709228515625,5.9087347984313965,-4.141192436218262,,
feedback,0.384079,1786508756444,7,1,10.0,0.0,-10.0,,-6.907700061798096,5.895781517028809,-4.22694730758667,,
feedback,0.392503,1786508756453,7,1,10.0,0.0,-10.0,,-7.278395652770996,5.824499130249023,-4.289986610412598,,
feedback,0.401122,1786508756462,7,1,10.0,0.0,-10.0,,-7.152379035949707,5.989937782287598,-4.125520706176758,,
feedback,0.408763,1786508756470,7,1,10.0,0.0,-10.0,,-6.9300360679626465,6.228041648864746,-4.156575679779053,,
feedback,0.418538,1786508756479,7,1,10.0,0.0,-10.0,,-6.678222179412842,6.326263904571533,-4.02266263961792,,
feedback,0.425240,1786508756488,7,1,10.0,0.0,-10.0,,-6.632195949554443,6.351850509643555,-3.8539767265319824,,
feedback,0.433621,1786508756492,7,1,10.0,0.0,-10.0,,-6.712039947509766,6.398639678955078,-3.726928234100342,,
feedback,0.441838,1786508756501,7,1,10.0,0.0,-10.0,,-6.584347724914551,6.329267501831055,-3.994140148162842,,
feedback,0.449871,1786508756509,7,1,10.0,0.0,-10.0,,-6.380466938018799,6.029909133911133,-4.240650177001953,,
feedback,0.458056,1786508756517,7,1,10.0,0.0,-10.0,,-6.2436017990112305,5.879466533660889,-4.3016743659973145,,
feedback,0.466270,1786508756526,7,1,10.0,0.0,-10.0,,-6.157976150512695,5.991363525390625,-4.378050804138184,,
feedback,0.477496,1786508756534,7,1,10.0,0.0,-10.0,,-6.5163140296936035,5.82014799118042,-4.492554187774658,,
feedback,0.482498,1786508756542,7,1,10.0,0.0,-10.0,,-6.449373722076416,5.952589511871338,-4.438039302825928,,
feedback,0.490764,1786508756551,7,1,10.0,0.0,-10.0,,-6.4520487785339355,6.028269290924072,-4.497500419616699,,
feedback,0.499299,1786508756559,7,1,10.0,0.0,-10.0,,-6.357245922088623,6.162690162658691,-4.292994022369385,,
feedback,0.507096,1786508756568,7,1,10.0,0.0,-10.0,,-6.615736961364746,6.2613396644592285,-4.356228828430176,,
feedback,0.515179,1786508756576,7,1,10.0,0.0,-10.0,,-6.72763204574585,6.1575493812561035,-4.196346759796143,,
feedback,0.524220,1786508756585,7,1,10.0,0.0,-10.0,,-6.826897621154785,6.041158676147461,-4.07774019241333,,
feedback,0.533028,1786508756593,7,1,10.0,0.0,-10.0,,-6.848740577697754,5.843851089477539,-4.160012722015381,,
feedback,0.540649,1786508756601,7,1,10.0,0.0,-10.0,,-6.783517837524414,5.637127876281738,-3.991102695465088,,
feedback,0.548513,1786508756610,7,1,10.0,0.0,-10.0,,-6.798666000366211,5.6942138671875,-3.8987529277801514,,
feedback,0.556026,1786508756618,7,1,10.0,0.0,-10.0,,-6.842398166656494,5.833052158355713,-3.9782752990722656,,
feedback,0.564533,1786508756626,7,1,10.0,0.0,-10.0,,-7.170440673828125,5.8252644538879395,-4.346261501312256,,
feedback,0.572840,1786508756635,7,1,10.0,0.0,-10.0,,-7.124560832977295,5.938370227813721,-4.408000469207764,,
feedback,0.581121,1786508756639,7,1,10.0,0.0,-10.0,,-7.036645412445068,5.967685699462891,-4.40342378616333,,
feedback,0.591357,1786508756648,7,1,10.0,0.0,-10.0,,-6.634188652038574,6.122720718383789,-4.5347161293029785,,
feedback,0.597028,1786508756656,7,1,10.0,0.0,-10.0,,-6.577576637268066,6.20997428894043,-4.542198657989502,,
feedback,0.605128,1786508756664,7,1,10.0,0.0,-10.0,,-6.635838508605957,6.1744561195373535,-4.473908424377441,,
feedback,0.613959,1786508756673,7,1,10.0,0.0,-10.0,,-6.44014835357666,6.001907825469971,-4.16041374206543,,
feedback,0.622226,1786508756681,7,1,10.0,0.0,-10.0,,-6.394375324249268,5.836115837097168,-4.03976583480835,,
feedback,0.629965,1786508756690,7,1,10.0,0.0,-10.0,,-6.287359714508057,5.73456335067749,-4.143178462982178,,
feedback,0.638548,1786508756698,7,1,10.0,0.0,-10.0,,-6.1737470626831055,5.820068836212158,-4.112879753112793,,
feedback,0.649074,1786508756706,7,1,10.0,0.0,-10.0,,-6.362534046173096,5.946897029876709,-4.103196144104004,,
feedback,0.654638,1786508756715,7,1,10.0,0.0,-10.0,,-6.665632247924805,6.167561054229736,-4.041213035583496,,
feedback,0.662687,1786508756723,7,1,10.0,0.0,-10.0,,-6.477930545806885,6.261442184448242,-4.076659202575684,,
feedback,0.670627,1786508756732,7,1,10.0,0.0,-10.0,,-6.425278663635254,6.297022342681885,-4.020420074462891,,
feedback,0.679831,1786508756740,7,1,10.0,0.0,-10.0,,-6.441814422607422,6.366408824920654,-4.306745529174805,,
feedback,0.687432,1786508756749,7,1,10.0,0.0,-10.0,,-6.64574670791626,6.297628879547119,-4.291424751281738,,
feedback,0.695590,1786508756757,7,1,10.0,0.0,-10.0,,-6.79443883895874,6.092923164367676,-4.303494930267334,,
feedback,0.703351,1786508756766,7,1,10.0,0.0,-10.0,,-6.878889560699463,6.2068352699279785,-4.318799018859863,,
feedback,0.711870,1786508756774,7,1,10.0,0.0,-10.0,,-6.892544269561768,5.949065208435059,-4.35033655166626,,
feedback,0.719994,1786508756778,7,1,10.0,0.0,-10.0,,-6.895633220672607,5.868125915527344,-4.415342807769775,,
feedback,0.728118,1786508756787,7,1,10.0,0.0,-10.0,,-6.904290199279785,5.889423847198486,-4.32259464263916,,
feedback,0.736984,1786508756795,7,1,10.0,0.0,-10.0,,-6.9576592445373535,6.091880798339844,-4.085148811340332,,
feedback,0.744547,1786508756804,7,1,10.0,0.0,-10.0,,-7.385822296142578,6.311734676361084,-4.06136417388916,,
feedback,0.753819,1786508756812,7,1,10.0,0.0,-10.0,,-7.136570930480957,6.26772928237915,-4.250188827514648,,
feedback,0.760666,1786508756821,7,1,10.0,0.0,-10.0,,-6.985097885131836,6.284317493438721,-4.222066402435303,,
feedback,0.768936,1786508756829,7,1,10.0,0.0,-10.0,,-6.77533483505249,6.1347222328186035,-4.166389465332031,,
feedback,0.777834,1786508756838,7,1,10.0,0.0,-10.0,,-6.533930778503418,6.050069808959961,-4.1348724365234375,,
feedback,0.786531,1786508756846,7,1,10.0,0.0,-10.0,,-6.453488826751709,5.893359661102295,-4.064074516296387,,
feedback,0.794666,1786508756854,7,1,10.0,0.0,-10.0,,-6.420909881591797,5.797545909881592,-3.999032974243164,,
feedback,0.803239,1786508756863,7,1,10.0,0.0,-10.0,,-6.325450420379639,5.681507587432861,-4.089094161987305,,
