event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.009008,1786439868578,5,Rx,0.000000,0.000000,0.016916,0.016916,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,335.910553,-66.844864,179.610931,90.000038,50.000050,90.000198,-0.007213,-0.056789,-0.134666,-0.014727,0.026317,0.000000,
command,0.000012,,,Rx,-5.000000,-75.000000,,,,9.815,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,,,,,,,,,,,,,"0,{1475},RelMovLTool(0.000000,0.000000,0.000000,-75.000000,0.000000,0.000000,a=30,v=59,cp=0);"
feedback,0.017061,1786439868587,7,Rx,-5.000000,-75.000000,-0.022176,4.977824,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,335.910980,-66.844864,179.611496,89.999878,49.999966,89.999985,0.115686,0.072418,0.139850,0.021594,-0.026317,0.006866,
feedback,0.023234,1786439868595,7,Rx,-5.000000,-75.000000,0.010520,5.010520,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,335.910187,-66.845490,179.611359,89.999962,50.000008,89.999939,-0.130174,-0.059974,0.047165,0.000000,0.000000,-0.013733,
feedback,0.031527,1786439868603,7,Rx,-5.000000,-75.000000,-0.008954,4.991046,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910858,-66.845085,179.611435,-89.999695,80.000000,-89.999619,0.149900,0.062517,0.143886,0.000994,-0.026317,0.013733,
feedback,0.040002,1786439868608,7,Rx,-5.000000,-75.000000,0.010097,5.010097,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910675,-66.845108,179.610931,-90.000153,79.999947,-90.000122,-0.048173,-0.004815,-0.127566,-0.012762,0.019738,-0.013733,
feedback,0.048312,1786439868616,7,Rx,-5.000000,-75.000000,-0.029426,4.970574,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910736,-66.844620,179.610825,-90.000153,79.999977,-90.000015,-0.200505,-0.019615,-0.308761,-0.015721,0.052634,0.020599,
feedback,0.055686,1786439868625,7,Rx,-5.000000,-75.000000,-0.011332,4.988668,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910370,-66.844688,179.610672,-90.000458,79.999931,-90.000366,-0.176104,0.079199,-0.101989,-0.000994,0.026317,0.006866,
feedback,0.063853,1786439868633,7,Rx,-5.000000,-75.000000,-0.038288,4.961712,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910339,-66.844635,179.611053,-90.000153,79.999924,-89.999985,0.023045,0.196700,0.121700,-0.016669,-0.013159,0.041199,
feedback,0.072313,1786439868641,7,Rx,-5.000000,-75.000000,-0.094670,4.905330,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.910065,-66.843758,179.610565,-90.000908,79.999962,-90.000237,0.050222,0.275792,0.047080,0.006867,0.000000,0.096130,
feedback,0.081065,1786439868650,7,Rx,-5.000000,-75.000000,-0.506204,4.493796,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.909302,-66.835617,179.609512,-90.003487,79.999832,-89.999725,-0.157538,1.351838,-0.190396,-0.014744,0.072374,0.501251,
feedback,0.088916,1786439868658,7,Rx,-5.000000,-75.000000,-0.959547,4.040453,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.906372,-66.821495,179.606171,-90.010002,79.999466,-89.999603,-0.574479,1.822580,-0.584300,-0.070678,0.190809,0.940705,
feedback,0.096657,1786439868667,7,Rx,-5.000000,-75.000000,-0.938216,4.061784,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.900818,-66.819923,179.602234,-90.018639,79.999077,-90.000671,-0.846489,-0.479216,-0.655873,-0.080421,0.223728,0.913239,
feedback,0.105592,1786439868675,7,Rx,-5.000000,-75.000000,-1.115463,3.884537,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.892792,-66.829292,179.596939,-90.032135,79.998428,-90.005829,-1.020297,-1.132359,-0.862262,-0.103845,0.348792,1.071167,
feedback,0.113110,1786439868683,7,Rx,-5.000000,-75.000000,-1.366910,3.633090,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.886719,-66.834015,179.590393,-90.049561,79.997581,-90.012688,-0.733049,-0.617381,-0.814867,-0.110492,0.394923,1.318358,
feedback,0.121105,1786439868692,7,Rx,-5.000000,-75.000000,-1.573312,3.426688,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.881836,-66.839699,179.583878,-90.069115,79.996689,-90.020386,-0.713141,-0.749516,-0.957233,-0.127837,0.454239,1.517485,
feedback,0.131623,1786439868700,7,Rx,-5.000000,-75.000000,-2.032205,2.967795,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.876190,-66.840683,179.576935,-90.090942,79.995697,-90.027023,-0.819608,0.106038,-1.158586,-0.148938,0.526766,1.970671,
feedback,0.137646,1786439868709,7,Rx,-5.000000,-75.000000,-2.674843,2.325157,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.868713,-66.833252,179.565216,-90.128548,79.993958,-90.035820,-0.611443,0.927357,-1.083662,-0.171454,0.606037,2.609250,
feedback,0.146466,1786439868717,7,Rx,-5.000000,-75.000000,-3.261207,1.738793,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.866302,-66.826828,179.558411,-90.158119,79.992722,-90.040474,-0.458617,0.518857,-1.037612,-0.174114,0.711754,3.186018,
feedback,0.153938,1786439868725,7,Rx,-5.000000,-75.000000,-3.955688,1.044312,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.864471,-66.823975,179.550552,-90.193771,79.991158,-90.046165,-0.162924,0.536681,-0.814944,-0.185117,0.778109,3.879522,
feedback,0.162277,1786439868734,7,Rx,-5.000000,-75.000000,-4.964890,0.035110,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.864929,-66.815475,179.542450,-90.234901,79.989548,-90.050385,0.114832,1.706041,-1.042409,-0.217773,0.943469,4.875142,
feedback,0.170616,1786439868742,7,Rx,-5.000000,-75.000000,-5.049796,-0.049796,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.862122,-66.819420,179.534775,-90.280754,79.987900,-90.056213,-0.549852,-1.102297,-1.111060,-0.210231,1.043118,4.943768,
feedback,0.179259,1786439868751,7,Rx,-5.000000,-75.000000,-5.531506,-0.531506,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.860504,-66.823936,179.525848,-90.334068,79.986038,-90.065178,-0.257435,-1.062472,-1.051328,-0.230337,1.169281,5.410656,
feedback,0.187515,1786439868759,7,Rx,-5.000000,-75.000000,-5.814747,-0.814747,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.855652,-66.841942,179.517120,-90.391685,79.984550,-90.077423,-0.609460,-2.335054,-0.907753,-0.158831,1.243341,5.685188,
feedback,0.194866,1786439868763,7,Rx,-5.000000,-75.000000,-5.924173,-0.924173,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.853485,-66.853905,179.513962,-90.420441,79.984070,-90.082558,-0.554901,-2.993545,-0.788268,-0.117668,1.250798,5.794980,
feedback,0.203599,1786439868772,7,Rx,-5.000000,-75.000000,-6.320211,-1.320211,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.845612,-66.880356,179.507401,-90.481842,79.984146,-90.094475,-1.032190,-3.174979,-0.841411,0.036069,1.352231,6.179193,
feedback,0.211388,1786439868780,7,Rx,-5.000000,-75.000000,-7.959528,-2.959528,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.837494,-66.875832,179.498535,-90.549553,79.983955,-90.100838,-0.884000,1.234013,-1.099061,-0.036840,1.486136,7.820253,
feedback,0.219861,1786439868788,7,Rx,-5.000000,-75.000000,-8.749974,-3.749974,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.832458,-66.864937,179.491119,-90.619530,79.984329,-90.102524,-0.481040,1.276053,-0.847141,0.056759,1.522420,8.616494,
feedback,0.228170,1786439868797,7,Rx,-5.000000,-75.000000,-9.906001,-4.906001,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.836395,-66.841599,179.486816,-90.726547,79.984901,-90.096710,0.440820,2.812104,-0.370732,-0.033149,1.637910,9.770042,
feedback,0.235917,1786439868805,7,Rx,-5.000000,-75.000000,-9.320447,-4.320447,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.837616,-66.855743,179.485565,-90.803383,79.985504,-90.098747,0.027062,-3.003125,-0.122374,0.061244,1.694311,9.165440,
feedback,0.244109,1786439868814,7,Rx,-5.000000,-75.000000,-10.018843,-5.018843,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.838837,-66.871330,179.484283,-90.885521,79.985916,-90.101730,0.036150,-1.741511,-0.166307,0.082206,1.823536,9.851815,
feedback,0.252526,1786439868822,7,Rx,-5.000000,-75.000000,-11.200082,-6.200082,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.835449,-66.883888,179.481888,-90.974854,79.986343,-90.104156,-0.957723,-1.469749,-0.680384,0.026306,2.045834,11.012094,
feedback,0.260493,1786439868830,7,Rx,-5.000000,-75.000000,-11.797162,-6.797162,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.824341,-66.891457,179.474182,-91.074715,79.986427,-90.111488,-1.387476,-0.363486,-0.926292,-0.046070,2.174533,11.595710,
feedback,0.269720,1786439868839,7,Rx,-5.000000,-75.000000,-11.795023,-6.795023,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.822510,-66.880714,179.472519,-91.170998,79.987175,-90.110878,-0.044032,-0.088128,-0.069393,0.092193,2.087211,11.608910,
feedback,0.277009,1786439868847,7,Rx,-5.000000,-75.000000,-11.236969,-6.236969,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.818726,-66.896698,179.469604,-91.272202,79.987022,-90.120338,-0.998710,-3.900164,-0.526935,-0.009368,2.261090,11.011559,
feedback,0.285227,1786439868855,7,Rx,-5.000000,-75.000000,-12.041483,-7.041483,,,335.910706,-66.844925,179.611267,89.999962,50.000008,90.000130,435.810822,-66.908318,179.462387,-91.380905,79.986740,-90.134537,-1.558164,-2.043613,-0.914494,-0.026857,2.378158,11.807853,
