event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.008493,1786438362292,5,Rx,0.000000,0.000000,0.022176,0.022176,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,335.910492,-66.845161,179.610794,90.000084,49.999950,90.000114,-0.252705,-0.113344,-0.066510,0.005872,0.026317,-0.006866,
feedback,0.008921,1786438362300,5,Rx,0.000000,0.000000,0.014749,0.014749,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,335.910553,-66.845100,179.611328,89.999962,49.999924,90.000053,-0.108573,-0.080839,0.021338,0.011768,0.006579,-0.013733,
feedback,0.016803,1786438362308,5,Rx,0.000000,0.000000,0.036925,0.036925,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,335.909943,-66.845284,179.610840,90.000122,49.999985,90.000175,-0.172857,-0.110586,-0.134233,-0.009826,0.032896,-0.020599,
command,0.000009,,,Rx,5.000000,25.000000,,,,12.848,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,,,,,,,,,,,,,"0,{1378},RelMovLTool(0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,a=30,v=37,cp=0);"
feedback,0.023154,1786438362317,7,Rx,5.000000,25.000000,-0.008458,-5.008458,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,335.910767,-66.845032,179.611053,89.999962,49.999954,90.000053,0.056094,-0.010563,0.030663,0.003930,-0.013158,-0.000000,
feedback,0.031233,1786438362321,7,Rx,5.000000,25.000000,-0.007322,-5.007322,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,335.910553,-66.844864,179.610931,90.000038,49.999969,90.000198,-0.056094,0.042201,-0.030663,-0.003930,0.013158,0.020599,
feedback,0.039809,1786438362330,7,Rx,5.000000,25.000000,0.028622,-4.971378,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.910706,-66.844910,179.610718,147.267654,-24.404491,147.267654,-0.000089,0.022504,-0.073937,-0.029431,0.006579,0.006866,
feedback,0.047533,1786438362338,7,Rx,5.000000,25.000000,0.002423,-4.997577,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.910431,-66.844795,179.611038,147.267609,-24.404490,147.267700,-0.079937,-0.046407,0.005269,-0.006866,-0.000000,-0.006866,
feedback,0.055921,1786438362346,7,Rx,5.000000,25.000000,-0.010934,-5.010934,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.911011,-66.844826,179.611420,147.267487,-24.404465,147.267715,0.131339,0.021486,-0.020991,0.006866,0.000000,-0.013733,
feedback,0.063930,1786438362355,7,Rx,5.000000,25.000000,-0.018001,-5.018001,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.910980,-66.844940,179.611420,147.267487,-24.404465,147.267715,-0.038699,-0.133785,0.085072,0.003930,-0.013158,-0.020599,
feedback,0.072121,1786438362363,7,Rx,5.000000,25.000000,0.024139,-4.975861,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.910461,-66.844711,179.610809,147.267609,-24.404554,147.267761,-0.141990,0.002650,-0.128846,-0.002959,0.032896,0.013733,
feedback,0.080347,1786438362372,7,Rx,5.000000,25.000000,-0.002887,-5.002887,,,335.910767,-66.844879,179.611160,89.999962,49.999981,90.000076,435.910919,-66.844193,179.611526,147.267609,-24.404490,147.267838,0.081370,0.141743,0.242719,0.005895,-0.019738,0.027466,
