event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.007790,1786438377237,5,Rx,0.000000,0.000000,-0.014749,-0.014749,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910370,-66.844841,179.610168,90.000290,50.000237,90.000443,0.050326,0.036124,0.020558,0.001965,-0.006579,0.013733,
command,0.000011,,,Rx,5.000000,25.000000,,,,11.770,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,,,,,,,,,,,,,"0,{1382},RelMovLTool(0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,a=30,v=27,cp=0);"
feedback,0.014241,1786438377242,7,Rx,5.000000,25.000000,-0.008458,-5.008458,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910461,-66.844810,179.610245,90.000206,50.000248,90.000374,0.027559,0.008232,0.020210,-0.002936,-0.013159,0.000000,
feedback,0.022472,1786438377250,7,Rx,5.000000,25.000000,-0.010520,-5.010520,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910370,-66.844940,179.610214,90.000244,50.000229,90.000404,0.051402,0.063763,-0.015722,0.000000,0.000000,0.013733,
feedback,0.030848,1786438377259,7,Rx,5.000000,25.000000,0.025374,-4.974626,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.909546,-66.845314,179.609741,90.000450,50.000267,90.000481,-0.120379,-0.008639,-0.186234,-0.025524,0.039475,0.000000,
feedback,0.040589,1786438377267,7,Rx,5.000000,25.000000,-0.022176,-5.022176,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910034,-66.845062,179.610443,90.000244,50.000229,90.000328,0.035749,0.048541,0.145119,-0.005872,-0.026317,0.006866,
feedback,0.046897,1786438377276,7,Rx,5.000000,25.000000,-0.005260,-5.005260,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910370,-66.844940,179.610214,90.000244,50.000256,90.000404,-0.008011,-0.019164,-0.000000,-0.006866,-0.000000,0.006866,
feedback,0.056205,1786438377284,7,Rx,5.000000,25.000000,-0.011551,-5.011551,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910187,-66.845085,179.610382,90.000244,50.000198,90.000351,0.001076,0.059277,-0.036280,0.004901,0.006579,0.020599,
feedback,0.063429,1786438377292,7,Rx,5.000000,25.000000,0.003198,-4.996802,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.910095,-66.845154,179.609940,90.000366,50.000195,90.000420,-0.064105,-0.008601,-0.030663,0.009803,0.013159,0.006866,
feedback,0.072418,1786438377301,7,Rx,5.000000,25.000000,0.047550,-4.952450,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.909943,-66.845108,179.610077,90.000778,50.000301,90.000648,-0.026992,0.008709,-0.043515,-0.019652,0.065792,-0.006866,
feedback,0.079488,1786438377309,7,Rx,5.000000,25.000000,0.236300,-4.763700,,,335.910187,-66.845047,179.610123,90.000290,50.000237,90.000412,335.906128,-66.847313,179.607727,90.003395,50.000751,90.001755,-0.422517,-0.227856,-0.208533,-0.060926,0.203954,-0.137329,
