event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
feedback,0.007122,1786507898548,5,0,0.0,0.0,0.0,,0.009283585473895073,-0.006426982581615448,-9.242624443572822e-09,,
feedback,0.011416,1786507898556,5,0,0.0,0.0,0.0,,-0.004449327476322651,-0.006426917854696512,-0.006866445764899254,,
command,0.009822,,,1,5.0,0.0,0.0,100,,,,9.689,"0,{47},RelMovLTool(0.000000,0.000000,0.000000,23.000000,0.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.018190,1786507898565,7,1,5.0,0.0,0.0,,-0.002417127601802349,0.006426950916647911,-0.006866455078125,,
feedback,0.027016,1786507898573,7,1,5.0,0.0,0.0,,-0.007251410745084286,0.019280843436717987,-0.006866455078125,,
feedback,0.035013,1786507898582,7,1,5.0,0.0,0.0,,0.0024170998949557543,-0.006426961626857519,-0.01373291015625,,
command,0.029693,,,2,4.166666666666667,0.8333333333333334,0.0,100,,,,6.946,"0,{48},RelMovLTool(0.000000,0.000000,0.000000,0.555556,0.111111,0.000000,a=30,v=19,cp=100);"
feedback,0.043399,1786507898590,7,2,4.166666666666667,0.8333333333333334,0.0,,-0.00038491873419843614,0.019280817359685898,-0.013732925988733768,,
feedback,0.051600,1786507898599,7,2,4.166666666666667,0.8333333333333334,0.0,,-0.009283622726798058,0.006426972337067127,-0.01373289804905653,,
command,0.046269,,,3,3.333333333333333,1.6666666666666667,0.0,100,,,,8.606,"0,{49},RelMovLTool(0.000000,0.000000,0.000000,0.444444,0.222222,0.000000,a=30,v=15,cp=100);"
feedback,0.059725,1786507898607,7,3,3.333333333333333,1.6666666666666667,0.0,,1.0063605764693007e-12,-2.6758395846315786e-12,-0.006866455078125,,
feedback,0.067861,1786507898616,7,3,3.333333333333333,1.6666666666666667,0.0,,-0.018952077254652977,0.03213479742407799,0.013732925988733768,,
command,0.062493,,,4,2.5,2.5,0.0,100,,,,8.311,"0,{50},RelMovLTool(0.000000,0.000000,0.000000,0.333333,0.333333,0.000000,a=30,v=11,cp=100);"
feedback,0.076056,1786507898624,7,4,2.5,2.5,0.0,,-0.03867407515645027,0.10283119976520538,-2.0894030863111146e-12,,
feedback,0.084019,1786507898633,7,4,2.5,2.5,0.0,,-0.1143750324845314,0.3406282365322113,-0.006867139134556055,,
command,0.077170,,,5,1.6666666666666665,3.3333333333333335,0.0,100,,,,8.074,"0,{51},RelMovLTool(0.000000,0.000000,0.000000,0.222222,0.444444,0.000000,a=30,v=15,cp=100);"
feedback,0.092868,1786507898637,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.14530561864376068,0.5141555070877075,-4.119096956856083e-06,,
feedback,0.100427,1786507898646,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.2403600662946701,0.8033614158630371,-0.08240910619497299,,
