event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
feedback,0.012476,1786508445434,5,0,0.0,0.0,0.0,,-0.005219087935984135,0.032134801149368286,-0.01373292226344347,,
feedback,0.013485,1786508445438,5,0,0.0,0.0,0.0,,-0.002417106181383133,0.006426959298551083,-0.01373291015625,,
feedback,0.018339,1786508445446,5,0,0.0,0.0,0.0,,0.009668448939919472,-0.025707827880978584,0.01373291015625,,
feedback,0.024193,1786508445455,5,0,0.0,0.0,0.0,,0.009283567778766155,-0.006426933687180281,0.013732912950217724,,
command,0.013073,,,1,5.0,0.0,0.0,100,,,,12.745,"0,{223},RelMovLTool(0.000000,0.000000,0.000000,23.000000,0.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.032432,1786508445464,7,1,5.0,0.0,0.0,,1.5046471013580032e-12,-4.0007719359635985e-12,8.881769018170838e-13,,
feedback,0.040779,1786508445472,7,1,5.0,0.0,0.0,,-0.006481585558503866,-0.019280914217233658,-0.006866449024528265,,
feedback,0.049285,1786508445481,7,1,5.0,0.0,0.0,,0.011315813288092613,0.00642698910087347,-1.8486218777979957e-08,,
command,0.037039,,,2,4.166666666666667,0.8333333333333334,0.0,100,,,,7.217,"0,{224},RelMovLTool(0.000000,0.000000,0.000000,0.555556,0.111111,0.000000,a=30,v=19,cp=100);"
feedback,0.058665,1786508445489,7,2,4.166666666666667,0.8333333333333334,0.0,,0.01895197108387947,-0.03213478997349739,-0.020599365234375,,
feedback,0.065747,1786508445498,7,2,4.166666666666667,0.8333333333333334,0.0,,-0.009283545427024364,0.006426945328712463,0.020599374547600746,,
command,0.053500,,,3,3.333333333333333,1.6666666666666667,0.0,100,,,,9.259,"0,{225},RelMovLTool(0.000000,0.000000,0.000000,0.444444,0.222222,0.000000,a=30,v=15,cp=100);"
feedback,0.073710,1786508445506,7,3,3.333333333333333,1.6666666666666667,0.0,,0.002032236661761999,0.012853935360908508,0.00686644297093153,,
feedback,0.082063,1786508445515,7,3,3.333333333333333,1.6666666666666667,0.0,,0.002032236661761999,0.012853935360908508,-0.006866479758173227,,
command,0.076441,,,4,2.5,2.5,0.0,100,,,,7.224,"0,{226},RelMovLTool(0.000000,0.000000,0.000000,0.333333,0.333333,0.000000,a=30,v=11,cp=100);"
feedback,0.090911,1786508445523,7,4,2.5,2.5,0.0,,-0.06081331893801689,0.17995455861091614,-0.034332454204559326,,
feedback,0.099969,1786508445531,7,4,2.5,2.5,0.0,,-0.15497301518917084,0.539864182472229,0.013728661462664604,,
feedback,0.106684,1786508445540,7,4,2.5,2.5,0.0,,-0.23667505383491516,0.8483527302742004,-0.01374917570501566,,
feedback,0.114879,1786508445548,7,4,2.5,2.5,0.0,,-0.33092471957206726,1.2082245349884033,-0.19231289625167847,,
command,0.105080,,,5,1.6666666666666665,3.3333333333333335,0.0,100,,,,8.958,"0,{227},RelMovLTool(0.000000,0.000000,0.000000,0.222222,0.444444,0.000000,a=30,v=15,cp=100);"
feedback,0.124218,1786508445557,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.27601975202560425,1.317419171333313,-0.33658841252326965,,
feedback,0.131056,1786508445565,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.18320512771606445,1.3623331785202026,-0.3847830593585968,,
feedback,0.139237,1786508445570,7,5,1.6666666666666665,3.3333333333333335,0.0,,-0.14000290632247925,1.3751604557037354,-0.3573916554450989,,
command,0.128580,,,6,0.833333333333333,4.166666666666667,0.0,100,,,,7.517,"0,{228},RelMovLTool(0.000000,0.000000,0.000000,0.111111,0.555556,0.000000,a=30,v=19,cp=100);"
feedback,0.148247,1786508445578,7,6,0.833333333333333,4.166666666666667,0.0,,-0.000582114327698946,1.3879960775375366,-0.1996910274028778,,
command,0.140309,,,7,0.0,5.0,0.0,100,,,,5.642,"0,{229},RelMovLTool(0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,a=30,v=23,cp=100);"
feedback,0.155763,1786508445587,7,7,0.0,5.0,0.0,,0.0023320603650063276,1.5807318687438965,-0.2479645013809204,,
feedback,0.163817,1786508445595,7,7,0.0,5.0,0.0,,-0.03268741816282272,2.05613112449646,-0.35134637355804443,,
command,0.153058,,,8,0.0,5.0,0.0,100,,,,6.316,"0,{230},RelMovLTool(0.000000,0.000000,0.000000,0.000000,21.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.172389,1786508445604,7,8,0.0,5.0,0.0,,-0.03698406741023064,2.5957467555999756,-0.3931686282157898,,
feedback,0.180130,1786508445612,7,8,0.0,5.0,0.0,,0.127633735537529,3.03232479095459,-0.4082860052585602,,
command,0.168288,,,9,-0.8333333333333334,4.166666666666667,0.0,100,,,,6.423,"0,{231},RelMovLTool(0.000000,0.000000,0.000000,-0.111111,0.555556,0.000000,a=30,v=19,cp=100);"
feedback,0.188289,1786508445621,7,9,-0.8333333333333334,4.166666666666667,0.0,,0.09375937283039093,3.4303741455078125,-0.4984920918941498,,
command,0.180283,,,10,-1.6666666666666667,3.333333333333333,0.0,100,,,,5.948,"0,{232},RelMovLTool(0.000000,0.000000,0.000000,-0.222222,0.444444,0.000000,a=30,v=15,cp=100);"
