event,pc_time_s,controller_timestamp,robot_mode,axis,target_speed_deg_s,target_delta_deg,selected_actual_deg_s,speed_error_deg_s,command_interval_ms,command_latency_ms,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,tcp_vx,tcp_vy,tcp_vz,tcp_wx,tcp_wy,tcp_wz,response
feedback,0.006029,1786439063728,5,Rz,0.000000,0.000000,-0.001965,-0.001965,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,335.910828,-66.845253,179.611053,90.000000,50.000015,90.000000,-0.021790,-0.065464,-0.010105,-0.001965,0.006579,-0.020599,
feedback,0.011288,1786439063737,7,Rz,0.000000,0.000000,-0.005895,-0.005895,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,335.910645,-66.845222,179.610870,90.000038,49.999996,90.000084,-0.036825,-0.097272,-0.108839,-0.005895,0.019738,-0.020599,
command,0.000010,,,Rz,-10.000000,-30.000000,,,,11.268,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,,,,,,,,,,,,,"0,{1427},RelMovLTool(0.000000,0.000000,0.000000,0.000000,0.000000,-30.000000,a=30,v=45,cp=0);"
feedback,0.019426,1786439063741,7,Rz,-10.000000,-30.000000,0.006866,10.006866,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,335.910156,-66.845177,179.610809,90.000084,50.000004,90.000175,-0.086782,-0.025921,0.031444,0.006866,0.000000,-0.000000,
feedback,0.027801,1786439063749,7,Rz,-10.000000,-30.000000,0.013756,10.013756,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,335.911041,-66.844872,179.611679,89.999794,49.999947,89.999977,0.215260,0.074842,0.217246,0.013756,-0.046055,0.006866,
feedback,0.036068,1786439063758,7,Rz,-10.000000,-30.000000,0.011791,10.011791,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.911224,-66.844391,179.611740,-89.999245,80.000053,-89.999062,0.178625,0.120944,0.213237,0.011791,-0.039475,0.020599,
feedback,0.044155,1786439063766,7,Rz,-10.000000,-30.000000,-0.004901,9.995099,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910339,-66.844933,179.610947,-90.000153,79.999977,-90.000038,-0.087859,-0.121151,0.079206,-0.004901,-0.006579,-0.020599,
feedback,0.053998,1786439063775,7,Rz,-10.000000,-30.000000,-0.002936,9.997064,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910736,-66.844917,179.611099,-89.999847,79.999962,-89.999741,-0.030688,-0.036484,0.085072,-0.002936,-0.013158,-0.000000,
feedback,0.060515,1786439063783,7,Rz,-10.000000,-30.000000,-0.001965,9.998035,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910736,-66.844795,179.610825,-90.000153,79.999977,-90.000069,0.089025,0.058695,-0.053032,-0.001965,0.006579,-0.006866,
feedback,0.069227,1786439063791,7,Rz,-10.000000,-30.000000,-0.001942,9.998058,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910950,-66.844841,179.611343,-89.999695,79.999947,-89.999619,0.135234,0.062923,0.228958,-0.001942,-0.039475,0.006866,
feedback,0.077108,1786439063800,7,Rz,-10.000000,-30.000000,-0.060804,9.939196,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910980,-66.845284,179.611526,-89.999542,79.999542,-89.999611,0.114520,0.079267,0.159607,-0.060804,-0.026317,0.013733,
feedback,0.084812,1786439063808,7,Rz,-10.000000,-30.000000,-0.228558,9.771442,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910706,-66.845108,179.611206,-89.999847,79.998207,-89.999794,-0.051491,-0.020167,-0.058216,-0.228558,0.006579,0.006866,
feedback,0.093348,1786439063817,7,Rz,-10.000000,-30.000000,-0.680750,9.319250,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910919,-66.844757,179.611145,-89.999847,79.993813,-89.999741,0.158988,0.119866,0.096123,-0.680750,-0.019739,0.013733,
feedback,0.101291,1786439063825,7,Rz,-10.000000,-30.000000,-0.903413,9.096587,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910583,-66.845322,179.611359,-89.999695,79.986870,-89.999702,0.063207,-0.053499,0.249266,-0.903413,-0.032896,-0.013734,
feedback,0.109477,1786439063833,7,Rz,-10.000000,-30.000000,-1.190833,8.809167,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.910919,-66.845047,179.611343,-89.999695,79.977921,-89.999649,0.042404,0.007878,0.105978,-1.190833,-0.013160,0.006865,
feedback,0.118828,1786439063842,7,Rz,-10.000000,-30.000000,-1.486090,8.513910,,,335.910339,-66.845276,179.610901,90.000038,50.000076,90.000114,435.911011,-66.844711,179.611526,-89.999550,79.966583,-89.999474,0.021880,0.033853,0.095525,-1.486090,-0.013161,-0.000002,
