event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
command,0.117135,,,7,4.0,6.0,10.0,100,,,,10.226,"0,{377},RelMovLTool(0.000000,0.000000,0.000000,0.480000,0.720000,1.200000,a=30,v=45,cp=100);"
feedback,0.133980,1786508723879,7,7,4.0,6.0,10.0,,1.1683552265167236,1.3305400609970093,0.1499209851026535,,
feedback,0.141050,1786508723887,7,7,4.0,6.0,10.0,,1.4061132669448853,1.4656240940093994,0.19739636778831482,,
feedback,0.149430,1786508723896,7,7,4.0,6.0,10.0,,1.6875066757202148,1.8322383165359497,0.40244364738464355,,
command,0.143540,,,8,3.0,7.0,10.0,100,,,,7.184,"0,{378},RelMovLTool(0.000000,0.000000,0.000000,0.360000,0.840000,1.200000,a=30,v=45,cp=100);"
feedback,0.160166,1786508723905,7,8,3.0,7.0,10.0,,2.040264368057251,2.3018596172332764,0.4902276396751404,,
feedback,0.166437,1786508723914,7,8,3.0,7.0,10.0,,2.483893632888794,2.6945011615753174,0.5911065936088562,,
feedback,0.174901,1786508723922,7,8,3.0,7.0,10.0,,2.8998069763183594,3.126239776611328,0.7385782599449158,,
command,0.170748,,,9,2.0,8.0,10.0,100,,,,9.590,"0,{379},RelMovLTool(0.000000,0.000000,0.000000,0.240000,0.960000,1.200000,a=30,v=45,cp=100);"
feedback,0.185895,1786508723931,7,9,2.0,8.0,10.0,,2.8497557640075684,3.371105432510376,0.6816399693489075,,
feedback,0.191636,1786508723939,7,9,2.0,8.0,10.0,,3.241729259490967,3.6293742656707764,0.7534793019294739,,
command,0.183639,,,10,1.0,9.0,10.0,100,,,,7.358,"0,{380},RelMovLTool(0.000000,0.000000,0.000000,0.120000,1.080000,1.200000,a=30,v=45,cp=100);"
feedback,0.199550,1786508723943,7,10,1.0,9.0,10.0,,3.474681854248047,3.68791127204895,0.8406333923339844,,
command,0.197005,,,11,0.0,10.0,10.0,100,,,,7.067,"0,{381},RelMovLTool(0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,a=30,v=46,cp=100);"
feedback,0.212216,1786508723956,7,11,0.0,10.0,10.0,,4.006538391113281,4.197860240936279,0.8608655333518982,,
feedback,0.216565,1786508723960,7,11,0.0,10.0,10.0,,4.251956939697266,4.333835601806641,0.9607664942741394,,
command,0.211290,,,12,0.0,10.0,10.0,100,,,,6.724,"0,{382},RelMovLTool(0.000000,0.000000,0.000000,0.000000,38.000000,38.000000,a=30,v=46,cp=100);"
feedback,0.228134,1786508723969,7,12,0.0,10.0,10.0,,4.638165473937988,4.92097282409668,1.0703014135360718,,
feedback,0.233119,1786508723977,7,12,0.0,10.0,10.0,,4.980564117431641,5.444256782531738,1.1308523416519165,,
command,0.227395,,,13,-1.0,9.0,8.0,100,,,,6.251,"0,{383},RelMovLTool(0.000000,0.000000,0.000000,-0.120000,1.080000,0.960000,a=30,v=41,cp=100);"
feedback,0.243601,1786508723986,7,13,-1.0,9.0,8.0,,5.733672142028809,5.936376094818115,1.1804178953170776,,
feedback,0.249585,1786508723994,7,13,-1.0,9.0,8.0,,6.29077672958374,6.185147762298584,1.2129384279251099,,
feedback,0.258082,1786508724003,7,13,-1.0,9.0,8.0,,6.421842098236084,6.284379959106445,1.2382514476776123,,
command,0.247836,,,14,-2.0,8.0,6.0,100,,,,10.410,"0,{384},RelMovLTool(0.000000,0.000000,0.000000,-0.240000,0.960000,0.720000,a=30,v=37,cp=100);"
feedback,0.265958,1786508724011,7,14,-2.0,8.0,6.0,,6.851293087005615,6.48748254776001,1.2732845544815063,,
feedback,0.274398,1786508724019,7,14,-2.0,8.0,6.0,,6.836103916168213,6.593243598937988,1.3262860774993896,,
feedback,0.282767,1786508724028,7,14,-2.0,8.0,6.0,,6.632543087005615,6.525104999542236,1.4029690027236938,,
command,0.275009,,,15,-3.0,7.0,4.0,100,,,,8.311,"0,{385},RelMovLTool(0.000000,0.000000,0.000000,-0.360000,0.840000,0.480000,a=30,v=32,cp=100);"
feedback,0.291528,1786508724036,7,15,-3.0,7.0,4.0,,6.5256500244140625,6.547308444976807,1.4372568130493164,,
feedback,0.298908,1786508724045,7,15,-3.0,7.0,4.0,,6.313315391540527,6.704476833343506,1.5272235870361328,,
command,0.291060,,,16,-4.0,6.0,2.0,100,,,,8.804,"0,{386},RelMovLTool(0.000000,0.000000,0.000000,-0.480000,0.720000,0.240000,a=30,v=27,cp=100);"
feedback,0.307170,1786508724053,7,16,-4.0,6.0,2.0,,6.54833459854126,6.766177654266357,1.4876869916915894,,
feedback,0.316073,1786508724062,7,16,-4.0,6.0,2.0,,6.603616714477539,7.260615348815918,1.5323517322540283,,
command,0.311433,,,17,-5.0,5.0,0.0,100,,,,6.771,"0,{387},RelMovLTool(0.000000,0.000000,0.000000,-0.600000,0.600000,0.000000,a=30,v=23,cp=100);"
feedback,0.323582,1786508724070,7,17,-5.0,5.0,0.0,,7.047935485839844,7.246819972991943,1.584304690361023,,
feedback,0.333066,1786508724078,7,17,-5.0,5.0,0.0,,7.167424201965332,7.418416500091553,1.6053826808929443,,
command,0.327383,,,18,-6.0,4.0,-2.0,100,,,,5.886,"0,{388},RelMovLTool(0.000000,0.000000,0.000000,-0.720000,0.480000,-0.240000,a=30,v=27,cp=100);"
feedback,0.343272,1786508724087,7,18,-6.0,4.0,-2.0,,7.331081867218018,7.428369998931885,1.5095702409744263,,
feedback,0.349047,1786508724095,7,18,-6.0,4.0,-2.0,,7.324180603027344,7.183131694793701,1.7693403959274292,,
command,0.343107,,,19,-7.0,3.0,-4.0,100,,,,5.635,"0,{389},RelMovLTool(0.000000,0.000000,0.000000,-0.840000,0.360000,-0.480000,a=30,v=32,cp=100);"
feedback,0.359097,1786508724104,7,19,-7.0,3.0,-4.0,,6.9488911628723145,7.0950164794921875,1.7477660179138184,,
feedback,0.365906,1786508724112,7,19,-7.0,3.0,-4.0,,6.410830974578857,6.92876672744751,1.7587335109710693,,
feedback,0.373070,1786508724117,7,19,-7.0,3.0,-4.0,,6.31617546081543,7.00054931640625,1.755929946899414,,
command,0.366839,,,20,-8.0,2.0,-6.0,100,,,,6.331,"0,{390},RelMovLTool(0.000000,0.000000,0.000000,-0.960000,0.240000,-0.720000,a=30,v=36,cp=100);"
feedback,0.383634,1786508724125,7,20,-8.0,2.0,-6.0,,6.3540849685668945,7.293867588043213,1.6886889934539795,,
feedback,0.389727,1786508724134,7,20,-8.0,2.0,-6.0,,6.281061172485352,7.336990833282471,1.683231234550476,,
command,0.379509,,,21,-9.0,1.0,-8.0,100,,,,7.354,"0,{391},RelMovLTool(0.000000,0.000000,0.000000,-1.080000,0.120000,-0.960000,a=30,v=41,cp=100);"
feedback,0.397584,1786508724142,7,21,-9.0,1.0,-8.0,,6.639852523803711,7.458999156951904,1.642937421798706,,
command,0.395593,,,22,-10.0,0.0,-10.0,100,,,,7.481,"0,{392},RelMovLTool(0.000000,0.000000,0.000000,-1.200000,0.000000,-1.200000,a=30,v=45,cp=100);"
feedback,0.406597,1786508724151,7,22,-10.0,0.0,-10.0,,7.084404468536377,7.34193754196167,1.5400608777999878,,
feedback,0.413659,1786508724159,7,22,-10.0,0.0,-10.0,,7.223596572875977,7.462820529937744,1.5316065549850464,,
feedback,0.423009,1786508724167,7,22,-10.0,0.0,-10.0,,7.400641441345215,6.957326412200928,1.4259942770004272,,
command,0.420355,,,23,-10.0,0.0,-10.0,100,,,,8.896,"0,{393},RelMovLTool(0.000000,0.000000,0.000000,-38.000000,0.000000,-38.000000,a=30,v=45,cp=100);"
feedback,0.431339,1786508724176,7,23,-10.0,0.0,-10.0,,7.277923583984375,6.79848575592041,1.367079257965088,,
feedback,0.438487,1786508724184,7,23,-10.0,0.0,-10.0,,6.494436264038086,6.641516208648682,1.4803941249847412,,
feedback,0.446977,1786508724184,7,23,-10.0,0.0,-10.0,,6.4908976554870605,7.093997478485107,1.3952796459197998,,
