event,pc_time_s,controller_timestamp,robot_mode,segment,planned_rx_deg_s,planned_ry_deg_s,planned_rz_deg_s,cp,actual_wx_deg_s,actual_wy_deg_s,actual_wz_deg_s,latency_ms,response
feedback,0.404631,1786508566438,7,20,-4.0,1.0,0.0,,-0.11624635756015778,5.026909828186035,-0.8940814137458801,,
command,0.392412,,,21,-4.5,0.5,0.0,100,,,,6.610,"0,{301},RelMovLTool(0.000000,0.000000,0.000000,-0.540000,0.060000,0.000000,a=30,v=20,cp=100);"
feedback,0.413467,1786508566447,7,21,-4.5,0.5,0.0,,0.0003912233514711261,4.917160511016846,-0.8968785405158997,,
feedback,0.422215,1786508566455,7,21,-4.5,0.5,0.0,,0.0778459832072258,4.890624523162842,-0.9202060103416443,,
feedback,0.429912,1786508566464,7,21,-4.5,0.5,0.0,,0.07006049901247025,4.8317365646362305,-0.935269832611084,,
command,0.413535,,,22,-5.0,0.0,0.0,100,,,,11.343,"0,{302},RelMovLTool(0.000000,0.000000,0.000000,-0.600000,0.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.440001,1786508566472,7,22,-5.0,0.0,0.0,,0.3514382839202881,4.9513959884643555,-0.9922014474868774,,
command,0.424364,,,23,-5.0,0.0,0.0,100,,,,5.581,"0,{303},RelMovLTool(0.000000,0.000000,0.000000,-19.000000,0.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.446172,1786508566477,7,23,-5.0,0.0,0.0,,0.37318146228790283,5.021858215332031,-0.9185842871665955,,
feedback,0.454543,1786508566485,7,23,-5.0,0.0,0.0,,0.23157444596290588,5.175723075866699,-0.9045020937919617,,
command,0.441498,,,24,-4.5,-0.5,0.0,100,,,,7.440,"0,{304},RelMovLTool(0.000000,0.000000,0.000000,-0.540000,-0.060000,0.000000,a=30,v=20,cp=100);"
feedback,0.463927,1786508566494,7,24,-4.5,-0.5,0.0,,0.0336165577173233,5.297852039337158,-0.9229760766029358,,
feedback,0.472464,1786508566502,7,24,-4.5,-0.5,0.0,,0.14307314157485962,5.316373348236084,-0.8382192254066467,,
feedback,0.479779,1786508566511,7,24,-4.5,-0.5,0.0,,0.11520404368638992,5.1876654624938965,-0.8790181279182434,,
feedback,0.488332,1786508566519,7,24,-4.5,-0.5,0.0,,0.07464541494846344,5.180501461029053,-0.9549533724784851,,
command,0.468117,,,25,-4.0,-1.0,0.0,100,,,,6.605,"0,{305},RelMovLTool(0.000000,0.000000,0.000000,-0.480000,-0.120000,0.000000,a=30,v=18,cp=100);"
feedback,0.495642,1786508566527,7,25,-4.0,-1.0,0.0,,0.015486592426896095,5.065097808837891,-0.7757534384727478,,
feedback,0.504068,1786508566536,7,25,-4.0,-1.0,0.0,,0.17811395227909088,4.934829235076904,-0.8559630513191223,,
command,0.484829,,,26,-3.5,-1.5,0.0,100,,,,7.715,"0,{306},RelMovLTool(0.000000,0.000000,0.000000,-0.420000,-0.180000,0.000000,a=30,v=16,cp=100);"
feedback,0.511858,1786508566544,7,26,-3.5,-1.5,0.0,,0.234871044754982,4.857453346252441,-0.8238534927368164,,
feedback,0.520220,1786508566553,7,26,-3.5,-1.5,0.0,,0.3218963146209717,4.82447624206543,-0.7931995987892151,,
command,0.502204,,,27,-3.0,-2.0,0.0,100,,,,8.897,"0,{307},RelMovLTool(0.000000,0.000000,0.000000,-0.360000,-0.240000,0.000000,a=30,v=14,cp=100);"
feedback,0.528421,1786508566561,7,27,-3.0,-2.0,0.0,,0.3065480589866638,4.746124267578125,-0.9031835794448853,,
feedback,0.536759,1786508566570,7,27,-3.0,-2.0,0.0,,0.2774936258792877,4.912574291229248,-0.9331812858581543,,
command,0.516619,,,28,-2.5,-2.5,0.0,100,,,,7.447,"0,{308},RelMovLTool(0.000000,0.000000,0.000000,-0.300000,-0.300000,0.000000,a=30,v=11,cp=100);"
feedback,0.544750,1786508566578,7,28,-2.5,-2.5,0.0,,0.19163095951080322,4.867990016937256,-0.8558322191238403,,
feedback,0.553217,1786508566587,7,28,-2.5,-2.5,0.0,,0.11387749016284943,5.085307598114014,-0.8780919909477234,,
command,0.540998,,,29,-2.0,-3.0,0.0,100,,,,8.171,"0,{309},RelMovLTool(0.000000,0.000000,0.000000,-0.240000,-0.360000,0.000000,a=30,v=14,cp=100);"
feedback,0.562150,1786508566595,7,29,-2.0,-3.0,0.0,,0.08895694464445114,5.117653846740723,-0.769270658493042,,
feedback,0.569599,1786508566604,7,29,-2.0,-3.0,0.0,,0.09263091534376144,5.162313461303711,-0.75772625207901,,
feedback,0.578369,1786508566612,7,29,-2.0,-3.0,0.0,,0.12707452476024628,5.064877510070801,-0.8217118978500366,,
feedback,0.586929,1786508566616,7,29,-2.0,-3.0,0.0,,0.10636231303215027,5.026077747344971,-0.8349286317825317,,
command,0.568563,,,30,-1.5,-3.5,0.0,100,,,,6.982,"0,{310},RelMovLTool(0.000000,0.000000,0.000000,-0.180000,-0.420000,0.000000,a=30,v=16,cp=100);"
feedback,0.594942,1786508566625,7,30,-1.5,-3.5,0.0,,0.05408992990851402,5.012497425079346,-0.9029697775840759,,
feedback,0.602800,1786508566633,7,30,-1.5,-3.5,0.0,,0.08849132806062698,4.92717981338501,-0.9457098841667175,,
feedback,0.610998,1786508566642,7,30,-1.5,-3.5,0.0,,0.0439591258764267,4.683959007263184,-0.8869123458862305,,
command,0.596177,,,31,-1.0,-4.0,0.0,100,,,,8.131,"0,{311},RelMovLTool(0.000000,0.000000,0.000000,-0.120000,-0.480000,0.000000,a=30,v=18,cp=100);"
feedback,0.622463,1786508566650,7,31,-1.0,-4.0,0.0,,0.07922974228858948,4.695919513702393,-0.8759507536888123,,
feedback,0.627425,1786508566659,7,31,-1.0,-4.0,0.0,,0.12286938726902008,4.630863189697266,-0.8985515236854553,,
command,0.612278,,,32,-0.5,-4.5,0.0,100,,,,7.645,"0,{312},RelMovLTool(0.000000,0.000000,0.000000,-0.060000,-0.540000,0.000000,a=30,v=21,cp=100);"
feedback,0.638956,1786508566667,7,32,-0.5,-4.5,0.0,,-0.15853182971477509,4.84312629699707,-0.926193118095398,,
feedback,0.644289,1786508566676,7,32,-0.5,-4.5,0.0,,-0.23136278986930847,5.004114151000977,-0.8587762713432312,,
feedback,0.652632,1786508566684,7,32,-0.5,-4.5,0.0,,-0.4006621241569519,5.08822774887085,-0.8817442655563354,,
command,0.636324,,,33,0.0,-5.0,0.0,100,,,,5.020,"0,{313},RelMovLTool(0.000000,0.000000,0.000000,0.000000,-0.600000,0.000000,a=30,v=23,cp=100);"
feedback,0.663164,1786508566693,7,33,0.0,-5.0,0.0,,-0.4291328191757202,5.235546112060547,-0.760449230670929,,
feedback,0.668976,1786508566702,7,33,0.0,-5.0,0.0,,-0.27340397238731384,5.054311275482178,-0.8203074336051941,,
command,0.652062,,,34,0.0,-5.0,0.0,100,,,,5.826,"0,{314},RelMovLTool(0.000000,0.000000,0.000000,0.000000,-19.000000,0.000000,a=30,v=23,cp=100);"
feedback,0.678074,1786508566710,7,34,0.0,-5.0,0.0,,-0.28384634852409363,5.1884565353393555,-0.8301916122436523,,
feedback,0.685300,1786508566719,7,34,0.0,-5.0,0.0,,-0.2519155442714691,5.245227813720703,-0.847571074962616,,
command,0.668718,,,35,1.0,-4.5,0.0,100,,,,7.430,"0,{315},RelMovLTool(0.000000,0.000000,0.000000,0.120000,-0.540000,0.000000,a=30,v=21,cp=100);"
feedback,0.694646,1786508566727,7,35,1.0,-4.5,0.0,,-0.17633771896362305,5.096822261810303,-0.8497329354286194,,
feedback,0.701706,1786508566736,7,35,1.0,-4.5,0.0,,-0.15361250936985016,4.980929374694824,-0.8369194269180298,,
feedback,0.710801,1786508566740,7,35,1.0,-4.5,0.0,,-0.08575614541769028,4.851722240447998,-0.8315732479095459,,
command,0.697112,,,36,2.0,-4.0,0.0,100,,,,10.279,"0,{316},RelMovLTool(0.000000,0.000000,0.000000,0.240000,-0.480000,0.000000,a=30,v=18,cp=100);"
feedback,0.719217,1786508566749,7,36,2.0,-4.0,0.0,,-0.021131733432412148,4.907563209533691,-0.8918642997741699,,
feedback,0.726552,1786508566758,7,36,2.0,-4.0,0.0,,-0.053450509905815125,5.017292499542236,-0.7699485421180725,,
feedback,0.734708,1786508566766,7,36,2.0,-4.0,0.0,,-0.044424112886190414,4.894275188446045,-0.8381600379943848,,
command,0.720769,,,37,3.0,-3.5,0.0,100,,,,10.011,"0,{317},RelMovLTool(0.000000,0.000000,0.000000,0.360000,-0.420000,0.000000,a=30,v=16,cp=100);"
feedback,0.743112,1786508566775,7,37,3.0,-3.5,0.0,,-0.08901219069957733,5.021364212036133,-0.9152446985244751,,
feedback,0.751146,1786508566783,7,37,3.0,-3.5,0.0,,-0.0013714475790038705,5.097278594970703,-0.888071596622467,,
feedback,0.759777,1786508566791,7,37,3.0,-3.5,0.0,,-0.1517607420682907,5.19545316696167,-0.7669493556022644,,
command,0.745337,,,38,4.0,-3.0,0.0,100,,,,8.986,"0,{318},RelMovLTool(0.000000,0.000000,0.000000,0.480000,-0.360000,0.000000,a=30,v=18,cp=100);"
feedback,0.767431,1786508566800,7,38,4.0,-3.0,0.0,,-0.19871066510677338,5.2395124435424805,-0.7942996621131897,,
feedback,0.775670,1786508566808,7,38,4.0,-3.0,0.0,,-0.11718608438968658,5.218806743621826,-0.8071293234825134,,
feedback,0.783873,1786508566817,7,38,4.0,-3.0,0.0,,-0.09663116186857224,5.264509201049805,-0.74867844581604,,
command,0.768486,,,39,5.0,-2.5,0.0,100,,,,8.026,"0,{319},RelMovLTool(0.000000,0.000000,0.000000,0.600000,-0.300000,0.000000,a=30,v=23,cp=100);"
feedback,0.795257,1786508566825,7,39,5.0,-2.5,0.0,,-0.028093164786696434,5.101366996765137,-0.8604947328567505,,
feedback,0.800444,1786508566833,7,39,5.0,-2.5,0.0,,0.11585234850645065,4.901436805725098,-0.8449878692626953,,
feedback,0.808432,1786508566842,7,39,5.0,-2.5,0.0,,0.36653944849967957,4.776764869689941,-0.8576846718788147,,
feedback,0.816675,1786508566850,7,39,5.0,-2.5,0.0,,0.3567376434803009,4.763473987579346,-0.830899178981781,,
command,0.796196,,,40,6.0,-2.0,0.0,100,,,,5.769,"0,{320},RelMovLTool(0.000000,0.000000,0.000000,0.720000,-0.240000,0.000000,a=30,v=27,cp=100);"
feedback,0.824771,1786508566859,7,40,6.0,-2.0,0.0,,0.2786685526371002,4.7703375816345215,-0.7937688827514648,,
command,0.812540,,,41,7.0,-1.5,0.0,100,,,,7.714,"0,{321},RelMovLTool(0.000000,0.000000,0.000000,0.840000,-0.180000,0.000000,a=30,v=32,cp=100);"
feedback,0.833848,1786508566867,7,41,7.0,-1.5,0.0,,0.19579145312309265,4.910924911499023,-0.855393648147583,,
feedback,0.841612,1786508566876,7,41,7.0,-1.5,0.0,,0.23113267123699188,4.983442306518555,-0.7443069219589233,,
command,0.829066,,,42,8.0,-1.0,0.0,100,,,,8.606,"0,{322},RelMovLTool(0.000000,0.000000,0.000000,0.960000,-0.120000,0.000000,a=30,v=36,cp=100);"
feedback,0.850108,1786508566884,7,42,8.0,-1.0,0.0,,0.024857742711901665,5.14468240737915,-0.7304470539093018,,
feedback,0.857864,1786508566888,7,42,8.0,-1.0,0.0,,-0.061013080179691315,5.097986698150635,-0.821357786655426,,
command,0.844259,,,43,9.0,-0.5,0.0,100,,,,8.640,"0,{323},RelMovLTool(0.000000,0.000000,0.000000,1.080000,-0.060000,0.000000,a=30,v=41,cp=100);"
feedback,0.870219,1786508566897,7,43,9.0,-0.5,0.0,,0.08117622882127762,5.049540042877197,-0.9059131741523743,,
feedback,0.874653,1786508566906,7,43,9.0,-0.5,0.0,,0.15128405392169952,5.092571258544922,-0.905886173248291,,
command,0.861046,,,44,10.0,0.0,0.0,100,,,,9.730,"0,{324},RelMovLTool(0.000000,0.000000,0.000000,1.200000,0.000000,0.000000,a=30,v=45,cp=100);"
feedback,0.883207,1786508566914,7,44,10.0,0.0,0.0,,0.20787474513053894,5.022342681884766,-0.8267732262611389,,
feedback,0.891065,1786508566923,7,44,10.0,0.0,0.0,,0.2185583859682083,4.962731838226318,-0.91009122133255,,
feedback,0.899572,1786508566931,7,44,10.0,0.0,0.0,,0.3100597858428955,4.8315582275390625,-1.0654428005218506,,
command,0.884022,,,45,10.0,0.0,0.0,100,,,,6.630,"0,{325},RelMovLTool(0.000000,0.000000,0.000000,38.000000,0.000000,0.000000,a=30,v=45,cp=100);"
feedback,0.909952,1786508566939,7,45,10.0,0.0,0.0,,0.26433226466178894,4.735877990722656,-1.0136139392852783,,
feedback,0.916176,1786508566948,7,45,10.0,0.0,0.0,,0.25037628412246704,4.646134376525879,-0.9370715022087097,,
feedback,0.924241,1786508566956,7,45,10.0,0.0,0.0,,0.2161932736635208,4.638975143432617,-0.9429693222045898,,
command,0.908119,,,46,9.0,1.0,0.0,100,,,,6.105,"0,{326},RelMovLTool(0.000000,0.000000,0.000000,1.080000,0.120000,0.000000,a=30,v=41,cp=100);"
feedback,0.934190,1786508566965,7,46,9.0,1.0,0.0,,0.18251292407512665,4.774853229522705,-0.862988293170929,,
feedback,0.940475,1786508566973,7,46,9.0,1.0,0.0,,0.11594213545322418,4.858229160308838,-0.8895438313484192,,
command,0.924434,,,47,8.0,2.0,0.0,100,,,,6.901,"0,{327},RelMovLTool(0.000000,0.000000,0.000000,0.960000,0.240000,0.000000,a=30,v=36,cp=100);"
feedback,0.950938,1786508566982,7,47,8.0,2.0,0.0,,0.008978667668998241,5.03644323348999,-0.9296913146972656,,
feedback,0.956911,1786508566990,7,47,8.0,2.0,0.0,,-0.08745791763067245,5.138580799102783,-0.9272974133491516,,
feedback,0.964954,1786508566999,7,47,8.0,2.0,0.0,,-0.07149070501327515,5.240467071533203,-0.9187497496604919,,
command,0.948076,,,48,7.0,3.0,0.0,100,,,,7.334,"0,{328},RelMovLTool(0.000000,0.000000,0.000000,0.840000,0.360000,0.000000,a=30,v=32,cp=100);"
feedback,0.972960,1786508567007,7,48,7.0,3.0,0.0,,-0.11868209391832352,5.190422058105469,-0.8674325346946716,,
feedback,0.981720,1786508567016,7,48,7.0,3.0,0.0,,-0.17208823561668396,5.048619270324707,-0.916343092918396,,
command,0.964393,,,49,6.0,4.0,0.0,100,,,,8.459,"0,{329},RelMovLTool(0.000000,0.000000,0.000000,0.720000,0.480000,0.000000,a=30,v=27,cp=100);"
feedback,0.989797,1786508567024,7,49,6.0,4.0,0.0,,-0.16590934991836548,5.028618812561035,-0.9113770127296448,,
command,0.976671,,,50,5.0,5.0,0.0,100,,,,5.233,"0,{330},RelMovLTool(0.000000,0.000000,0.000000,0.600000,0.600000,0.000000,a=30,v=23,cp=100);"
feedback,0.998415,1786508567028,7,50,5.0,5.0,0.0,,-0.19039355218410492,5.010625839233398,-0.8821951150894165,,
feedback,1.006032,1786508567037,7,50,5.0,5.0,0.0,,-0.015883008018136024,4.820673942565918,-0.9391448497772217,,
command,0.992001,,,51,4.0,6.0,0.0,100,,,,5.579,"0,{331},RelMovLTool(0.000000,0.000000,0.000000,0.480000,0.720000,0.000000,a=30,v=27,cp=100);"
feedback,1.014263,1786508567045,7,51,4.0,6.0,0.0,,-0.09204220026731491,4.811826705932617,-0.8175277709960938,,
feedback,1.022347,1786508567054,7,51,4.0,6.0,0.0,,-0.3592609763145447,4.8897271156311035,-0.8563278317451477,,
command,1.007923,,,52,3.0,7.0,0.0,100,,,,5.943,"0,{332},RelMovLTool(0.000000,0.000000,0.000000,0.360000,0.840000,0.000000,a=30,v=32,cp=100);"
feedback,1.030447,1786508567062,7,52,3.0,7.0,0.0,,-0.28998467326164246,5.11106014251709,-0.9033563137054443,,
feedback,1.038683,1786508567071,7,52,3.0,7.0,0.0,,-0.27618831396102905,5.1180806159973145,-0.885128378868103,,
command,1.020764,,,53,2.0,8.0,0.0,100,,,,6.858,"0,{333},RelMovLTool(0.000000,0.000000,0.000000,0.240000,0.960000,0.000000,a=30,v=37,cp=100);"
feedback,1.046797,1786508567079,7,53,2.0,8.0,0.0,,-0.32009533047676086,5.2887420654296875,-0.9431673288345337,,
feedback,1.054985,1786508567088,7,53,2.0,8.0,0.0,,-0.27011018991470337,5.2886810302734375,-0.9138896465301514,,
command,1.036501,,,54,1.0,9.0,0.0,100,,,,8.790,"0,{334},RelMovLTool(0.000000,0.000000,0.000000,0.120000,1.080000,0.000000,a=30,v=41,cp=100);"
feedback,1.063689,1786508567097,7,54,1.0,9.0,0.0,,-0.18327274918556213,5.0495781898498535,-0.915678083896637,,
feedback,1.071268,1786508567105,7,54,1.0,9.0,0.0,,-0.18971607089042664,5.228332996368408,-0.8944053649902344,,
feedback,1.079364,1786508567113,7,54,1.0,9.0,0.0,,-0.15778791904449463,5.183457374572754,-0.8900414109230042,,
command,1.063978,,,55,0.0,10.0,0.0,100,,,,8.516,"0,{335},RelMovLTool(0.000000,0.000000,0.000000,0.000000,1.200000,0.000000,a=30,v=46,cp=100);"
feedback,1.090371,1786508567122,7,55,0.0,10.0,0.0,,-0.13670341670513153,5.168465614318848,-0.9409191608428955,,
feedback,1.096061,1786508567130,7,55,0.0,10.0,0.0,,-0.08841058611869812,4.962325096130371,-0.9879968166351318,,
feedback,1.104352,1786508567135,7,55,0.0,10.0,0.0,,-0.09575862437486649,4.938143253326416,-0.9528107643127441,,
command,1.088576,,,56,0.0,10.0,0.0,100,,,,6.796,"0,{336},RelMovLTool(0.000000,0.000000,0.000000,0.000000,38.000000,0.000000,a=30,v=46,cp=100);"
feedback,1.114933,1786508567143,7,56,0.0,10.0,0.0,,0.0013251770287752151,4.743652820587158,-0.9629683494567871,,
feedback,1.120833,1786508567152,7,56,0.0,10.0,0.0,,-0.02709157019853592,4.770029544830322,-0.8877216577529907,,
command,1.104311,,,57,-1.0,9.0,0.0,100,,,,7.513,"0,{337},RelMovLTool(0.000000,0.000000,0.000000,-0.120000,1.080000,0.000000,a=30,v=41,cp=100);"
feedback,1.131409,1786508567160,7,57,-1.0,9.0,0.0,,-0.060837652534246445,4.867201328277588,-0.8341925740242004,,
